"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"429","Norovirus","Initial and sequel disease","65+","HumanCapital",11738057.3022467,2258424.98943869,66537363.6336976
"430","Norovirus","Initial and sequel disease","65+","FrictionHigh",9390445.84179735,1806739.99155095,53229890.9069581
"431","Norovirus","Initial and sequel disease","65+","FrictionLow",3521417.19067401,677527.496831608,19961209.0901093
"432","Norovirus","Initial and sequel disease","65+","TotalHumanCapital",37167009.7125914,16236383.9090354,94160458.1124596
"433","Norovirus","Initial and sequel disease","65+","TotalFrictionHigh",34673083.2788525,15315902.6762912,81444631.6384275
"434","Norovirus","Initial and sequel disease","65+","TotalFrictionLow",27794912.4278101,12543188.2513753,53396758.3482975
"435","Norovirus","Initial and sequel disease","All ages","GPSpecialist",2931150.12305857,803803.97495638,6096845.08101813
"436","Norovirus","Initial and sequel disease","All ages","ED",5302334.87658632,1409498.9198957,12176470.4227711
"437","Norovirus","Initial and sequel disease","All ages","Medications",3025325.20036467,829447.40304397,6284082.63616243
"438","Norovirus","Initial and sequel disease","All ages","Tests",661467.76410231,171317.724518849,1638593.74116908
"439","Norovirus","Initial and sequel disease","All ages","Hospitalisation",3429542.55372333,1767328.74617693,5652493.26920835
"440","Norovirus","Initial and sequel disease","All ages","Deaths",17904690.5906585,5993721.18152586,37177633.6929177
"441","Norovirus","Initial and sequel disease","All ages","WTP",10134869.2223576,2884806.50937307,22505382.9731352
"442","Norovirus","Initial and sequel disease","All ages","WTPOngoing",0,0,0
"443","Norovirus","Initial and sequel disease","All ages","HumanCapital",124733980.581651,34517210.8101797,271449479.51526
"444","Norovirus","Initial and sequel disease","All ages","FrictionHigh",99787184.465321,27613768.6481437,217159583.612208
"445","Norovirus","Initial and sequel disease","All ages","FrictionLow",37420194.1744954,10355163.2430539,81434843.8545779
"446","Norovirus","Initial and sequel disease","All ages","TotalHumanCapital",170712140.274496,62721350.248009,340038431.937996
"447","Norovirus","Initial and sequel disease","All ages","TotalFrictionHigh",145766097.335207,55560513.1095505,285960311.097534
"448","Norovirus","Initial and sequel disease","All ages","TotalFrictionLow",83364150.6079892,36787055.8014525,151709607.727002
"449","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","GPSpecialist",286669.249783318,104377.471623527,694182.247437726
"450","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","ED",773493.929716863,251901.707253472,2147174.87020155
"451","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","Medications",193512.917154032,64215.4333551169,509456.086145181
"452","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","Tests",34362.3294137903,10957.481445085,98980.0807073229
"453","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","Hospitalisation",11314.5118434768,4259.94530469426,26253.9257206341
"454","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","Deaths",279673.984501758,35027.3039616529,1300812.4702393
"455","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","WTP",791244.793464546,285509.013367679,1938578.23778427
"456","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","WTPOngoing",0,0,0
"457","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","HumanCapital",4632861.38084846,1598208.49124436,12152883.9671549
"458","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","FrictionHigh",3706289.10467877,1278566.79299549,9722307.17372394
"459","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","FrictionLow",1389858.41425454,479462.547373307,3645865.19014648
"460","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","TotalHumanCapital",7312159.8077953,2863728.97162797,17292802.1432638
"461","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","TotalFrictionHigh",6379040.91428994,2525857.94733168,14899438.2445374
"462","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5","TotalFrictionLow",4040231.01071589,1652964.59102119,8991747.238033
"463","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","GPSpecialist",3987960.59431333,1452445.2797832,9663262.6576449
"464","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","ED",10767191.9562325,3505789.12881543,29847699.8270673
"465","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","Medications",3772610.85281829,1394135.08887778,8968024.8381694
"466","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","Tests",478577.307746297,152389.431999345,1378304.71106647
"467","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","Hospitalisation",54609.1029424089,20579.2309160543,126815.27905463
"468","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","Deaths",58918.5202443106,487.084183600626,638470.724887246
"469","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","WTP",10988666.5535891,3951037.31181264,26955331.9276554
"470","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","WTPOngoing",0,0,0
"471","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","HumanCapital",97323671.7633458,36571980.6958395,226438565.062266
"472","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","FrictionHigh",77858937.4106767,29257584.5566716,181150852.049813
"473","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","FrictionLow",29197101.5290037,10971594.2087519,67931569.5186799
"474","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","TotalHumanCapital",128852042.681872,48798892.2027571,297185030.069791
"475","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","TotalFrictionHigh",109387461.561932,41448612.0117476,252107527.922054
"476","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64","TotalFrictionLow",60560890.1792641,22997010.422962,139516383.677672
"477","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","GPSpecialist",892938.421905398,325323.760293782,2165717.16505327
"478","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","ED",2410781.47018633,784631.596435048,6694270.0682077
"479","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","Medications",1657052.08212815,596139.383818442,4076091.03105997
"480","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","Tests",107097.153514061,33993.2923388678,308502.950688643
"481","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","Hospitalisation",198065.213337078,74543.6340577916,459678.669834552
"482","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","Deaths",336289.471220142,42308.6943647902,1568007.74392903
"483","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","WTP",2469235.54784807,893827.162201553,6043500.14634191
"484","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","WTPOngoing",0,0,0
"485","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","HumanCapital",11521400.1529393,2431678.12045616,66520454.4190221
"486","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","FrictionHigh",9217120.12235143,1945342.49636493,53216363.5352177
"487","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","FrictionLow",3456420.04588178,729503.436136849,19956136.3257066
"488","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","TotalHumanCapital",21223521.2207609,7010365.12582511,80430277.2673114
"489","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","TotalFrictionHigh",18884281.355503,6437267.65989009,67270289.0650473
"490","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+","TotalFrictionLow",12821254.5100967,4858072.10416847,35220401.546644
"491","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","GPSpecialist",5210975.35333242,1933016.59696083,12323178.953943
"492","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","ED",14310696.820504,4969398.829852,37030475.577582
"493","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","Medications",5683356.86146103,2127272.48700408,13275482.5449305
"494","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","Tests",639539.299328864,218373.230318411,1697383.03654664
"495","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","Hospitalisation",274479.440336278,135448.724514824,539880.610624081
"496","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","Deaths",902186.603467011,259346.979211137,2555952.72674642
"497","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","WTP",14248641.960717,5130422.16159255,34937167.4054407
"498","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","WTPOngoing",0,0,0
"499","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","HumanCapital",118675615.112381,43957961.5850679,284790591.683319
"500","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","FrictionHigh",94940492.0899049,35166369.2680543,227832473.346655
"501","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","FrictionLow",35602684.5337143,13187388.4755204,85437177.5049958
"502","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","TotalHumanCapital",161855756.612978,61450634.7878857,378582943.384657
"503","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","TotalFrictionHigh",138055069.982223,52623826.1798484,321784827.0513
"504","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages","TotalFrictionLow",78445345.291351,30386747.1196208,180294982.689311
"505","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","GPSpecialist",286669.249783318,104377.471623527,694182.247437726
"506","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","ED",773493.929716863,251901.707253472,2147174.87020155
"507","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","Medications",193512.917154032,64215.4333551169,509456.086145181
"508","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","Tests",34362.3294137903,10957.481445085,98980.0807073229
"509","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","Hospitalisation",11314.5118434768,4259.94530469426,26253.9257206341
"510","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","Deaths",279673.984501758,35027.3039616529,1300812.4702393
"511","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","WTP",791244.793464546,285509.013367679,1938578.23778427
"512","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","WTPOngoing",0,0,0
"513","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","HumanCapital",4632861.38084846,1598208.49124436,12152883.9671549
"514","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","FrictionHigh",3706289.10467877,1278566.79299549,9722307.17372394
"515","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","FrictionLow",1389858.41425454,479462.547373307,3645865.19014648
"516","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","TotalHumanCapital",7312159.8077953,2863728.97162797,17292802.1432638
"517","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","TotalFrictionHigh",6379040.91428994,2525857.94733168,14899438.2445374
"518","Escherichia coli (Non-STEC)","Initial and sequel disease","<5","TotalFrictionLow",4040231.01071589,1652964.59102119,8991747.238033
"519","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","GPSpecialist",3987960.59431333,1452445.2797832,9663262.6576449
"520","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","ED",10767191.9562325,3505789.12881543,29847699.8270673
"521","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","Medications",3772610.85281829,1394135.08887778,8968024.8381694
"522","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","Tests",478577.307746297,152389.431999345,1378304.71106647
"523","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","Hospitalisation",54609.1029424089,20579.2309160543,126815.27905463
"524","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","Deaths",58918.5202443106,487.084183600626,638470.724887246
"525","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","WTP",10988666.5535891,3951037.31181264,26955331.9276554
"526","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","WTPOngoing",0,0,0
"527","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","HumanCapital",97323671.7633458,36571980.6958395,226438565.062266
"528","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","FrictionHigh",77858937.4106767,29257584.5566716,181150852.049813
"529","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","FrictionLow",29197101.5290037,10971594.2087519,67931569.5186799
"530","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","TotalHumanCapital",128852042.681872,48798892.2027571,297185030.069791
"531","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","TotalFrictionHigh",109387461.561932,41448612.0117476,252107527.922054
"532","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64","TotalFrictionLow",60560890.1792641,22997010.422962,139516383.677672
"533","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","GPSpecialist",892938.421905398,325323.760293782,2165717.16505327
"534","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","ED",2410781.47018633,784631.596435048,6694270.0682077
"535","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","Medications",1657052.08212815,596139.383818442,4076091.03105997
"536","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","Tests",107097.153514061,33993.2923388678,308502.950688643
"537","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","Hospitalisation",198065.213337078,74543.6340577916,459678.669834552
"538","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","Deaths",336289.471220142,42308.6943647902,1568007.74392903
"539","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","WTP",2469235.54784807,893827.162201553,6043500.14634191
"540","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","WTPOngoing",0,0,0
"541","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","HumanCapital",11521400.1529393,2431678.12045616,66520454.4190221
"542","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","FrictionHigh",9217120.12235143,1945342.49636493,53216363.5352177
"543","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","FrictionLow",3456420.04588178,729503.436136849,19956136.3257066
"544","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","TotalHumanCapital",21223521.2207609,7010365.12582511,80430277.2673114
"545","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","TotalFrictionHigh",18884281.355503,6437267.65989009,67270289.0650473
"546","Escherichia coli (Non-STEC)","Initial and sequel disease","65+","TotalFrictionLow",12821254.5100967,4858072.10416847,35220401.546644
"547","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","GPSpecialist",5210975.35333242,1933016.59696083,12323178.953943
"548","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","ED",14310696.820504,4969398.829852,37030475.577582
"549","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","Medications",5683356.86146103,2127272.48700408,13275482.5449305
"550","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","Tests",639539.299328864,218373.230318411,1697383.03654664
"551","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","Hospitalisation",274479.440336278,135448.724514824,539880.610624081
"552","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","Deaths",902186.603467011,259346.979211137,2555952.72674642
"553","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","WTP",14248641.960717,5130422.16159255,34937167.4054407
"554","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","WTPOngoing",0,0,0
"555","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","HumanCapital",118675615.112381,43957961.5850679,284790591.683319
"556","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","FrictionHigh",94940492.0899049,35166369.2680543,227832473.346655
"557","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","FrictionLow",35602684.5337143,13187388.4755204,85437177.5049958
"558","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","TotalHumanCapital",161855756.612978,61450634.7878857,378582943.384657
"559","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","TotalFrictionHigh",138055069.982223,52623826.1798484,321784827.0513
"560","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","TotalFrictionLow",78445345.291351,30386747.1196208,180294982.689311
"561","Campylobacter","Campylobacteriosis","<5","GPSpecialist",338777.045960016,185593.170186617,604321.304166005
"562","Campylobacter","Campylobacteriosis","<5","ED",924501.027261767,418509.55557923,1942669.42989154
"563","Campylobacter","Campylobacteriosis","<5","Medications",232184.324872229,106550.948769348,452726.013659394
"564","Campylobacter","Campylobacteriosis","<5","Tests",182079.48,182079.48,182079.48
"565","Campylobacter","Campylobacteriosis","<5","Hospitalisation",652694.435207267,433214.49320807,908717.716380219
"566","Campylobacter","Campylobacteriosis","<5","Deaths",179473.083918205,1520.32694571162,1581791.33245326
"567","Campylobacter","Campylobacteriosis","<5","WTP",5226831.71727639,3073217.9090328,8830151.09743031
"568","Campylobacter","Campylobacteriosis","<5","WTPOngoing",0,0,0
"569","Campylobacter","Campylobacteriosis","<5","HumanCapital",5637942.59345186,2896790.43952121,11098727.93692
"570","Campylobacter","Campylobacteriosis","<5","FrictionHigh",4510354.07476149,2317432.35161696,8878982.34953603
"571","Campylobacter","Campylobacteriosis","<5","FrictionLow",1691382.77803556,869037.131856361,3329618.38107601
"572","Campylobacter","Campylobacteriosis","<5","TotalHumanCapital",13811343.7896712,8493066.53687858,22939412.9210729
"573","Campylobacter","Campylobacteriosis","<5","TotalFrictionHigh",12670477.6232405,7860835.87697265,20817580.2056069
"574","Campylobacter","Campylobacteriosis","<5","TotalFrictionLow",9793687.50079051,6209701.61713522,15660537.3089715
"575","Campylobacter","Campylobacteriosis","5-64","GPSpecialist",3085186.53350913,1691971.6218362,5499658.40565133
"576","Campylobacter","Campylobacteriosis","5-64","ED",8418501.91654958,3813514.14522202,17691288.0932178
"577","Campylobacter","Campylobacteriosis","5-64","Medications",2910596.91769591,1646812.62089694,5073575.37708733
"578","Campylobacter","Campylobacteriosis","5-64","Tests",1658871.72,1658871.72,1658871.72
"579","Campylobacter","Campylobacteriosis","5-64","Hospitalisation",9308557.02250326,6175276.90889038,12960515.9424915
"580","Campylobacter","Campylobacteriosis","5-64","Deaths",2763578.41681356,890804.172811682,6672054.87306892
"581","Campylobacter","Campylobacteriosis","5-64","WTP",47910607.4920391,28262578.8577581,80767131.6285731
"582","Campylobacter","Campylobacteriosis","5-64","WTPOngoing",0,0,0
"583","Campylobacter","Campylobacteriosis","5-64","HumanCapital",78755316.8754375,47839199.9836241,130844667.411773
"584","Campylobacter","Campylobacteriosis","5-64","FrictionHigh",63004253.50035,38271359.9868993,104675733.929418
"585","Campylobacter","Campylobacteriosis","5-64","FrictionLow",23626595.0626312,14351759.9950872,39253400.2235318
"586","Campylobacter","Campylobacteriosis","5-64","TotalHumanCapital",156258866.65792,100690943.847072,247628032.159433
"587","Campylobacter","Campylobacteriosis","5-64","TotalFrictionHigh",140469043.681159,90962001.773657,221744927.027164
"588","Campylobacter","Campylobacteriosis","5-64","TotalFrictionLow",100916573.634962,66331340.5341714,157581309.777406
"589","Campylobacter","Campylobacteriosis","65+","GPSpecialist",968089.939410759,530334.995715223,1725944.02106682
"590","Campylobacter","Campylobacteriosis","65+","ED",2639918.66209175,1196236.72665649,5557322.17867344
"591","Campylobacter","Campylobacteriosis","65+","Medications",1798989.7578741,959983.728042683,3269043.60287035
"592","Campylobacter","Campylobacteriosis","65+","Tests",520523.76,520523.76,520523.76
"593","Campylobacter","Campylobacteriosis","65+","Hospitalisation",19799130.8381035,13151607.1032492,27584477.464591
"594","Campylobacter","Campylobacteriosis","65+","Deaths",21313585.2486396,12440249.3616697,34506536.7510325
"595","Campylobacter","Campylobacteriosis","65+","WTP",15268013.1395058,9086572.66408524,25597104.6825442
"596","Campylobacter","Campylobacteriosis","65+","WTPOngoing",0,0,0
"597","Campylobacter","Campylobacteriosis","65+","HumanCapital",14280866.7822092,5080709.77787893,64971281.57017
"598","Campylobacter","Campylobacteriosis","65+","FrictionHigh",11424693.4257674,4064567.82230314,51977025.256136
"599","Campylobacter","Campylobacteriosis","65+","FrictionLow",4284260.03466277,1524212.93336368,19491384.471051
"600","Campylobacter","Campylobacteriosis","65+","TotalHumanCapital",80435338.0123352,57844770.9504485,135570439.017251
"601","Campylobacter","Campylobacteriosis","65+","TotalFrictionHigh",77444753.0537823,56327881.1396234,123314902.378751
"602","Campylobacter","Campylobacteriosis","65+","TotalFrictionLow",69490882.9473386,51996484.2408709,95694714.2433706
"603","Campylobacter","Campylobacteriosis","All ages","GPSpecialist",4419522.68102493,2541921.44460601,7603143.48004158
"604","Campylobacter","Campylobacteriosis","All ages","ED",12247647.2772081,6321853.452321,23352503.0407868
"605","Campylobacter","Campylobacteriosis","All ages","Medications",4980829.25362311,2902307.83244905,8471804.02935692
"606","Campylobacter","Campylobacteriosis","All ages","Tests",2361474.96,2361474.96,2361474.96
"607","Campylobacter","Campylobacteriosis","All ages","Hospitalisation",29883857.3242092,22398030.847381,38342354.065169
"608","Campylobacter","Campylobacteriosis","All ages","Deaths",24896240.0362767,15476369.3043376,38477283.1202562
"609","Campylobacter","Campylobacteriosis","All ages","WTP",68404621.4671736,40422201.9950015,115198155.085935
"610","Campylobacter","Campylobacteriosis","All ages","WTPOngoing",0,0,0
"611","Campylobacter","Campylobacteriosis","All ages","HumanCapital",103151886.731355,61440796.0782998,185986902.170656
"612","Campylobacter","Campylobacteriosis","All ages","FrictionHigh",82521509.3850842,49152636.8626399,148789521.736525
"613","Campylobacter","Campylobacteriosis","All ages","FrictionLow",30945566.0194066,18432238.82349,55796070.6511968
"614","Campylobacter","Campylobacteriosis","All ages","TotalHumanCapital",253531956.07587,175026714.34288,388594183.824259
"615","Campylobacter","Campylobacteriosis","All ages","TotalFrictionHigh",232805913.087798,162323367.628675,352218214.652853
"616","Campylobacter","Campylobacteriosis","All ages","TotalFrictionLow",180670206.560385,129939498.720106,262509291.398306
"617","Campylobacter","Reactive arthritis","<5","GPSpecialist",105934.949343321,49119.5999454385,213546.286537124
"618","Campylobacter","Reactive arthritis","<5","ED",0,0,0
"619","Campylobacter","Reactive arthritis","<5","Medications",70215.1682353875,29276.6896783407,164027.441024545
"620","Campylobacter","Reactive arthritis","<5","Tests",80165.0896502471,36026.9957270598,168085.299670198
"621","Campylobacter","Reactive arthritis","<5","Hospitalisation",21612.8008737464,9945.15418541199,39077.6081257195
"622","Campylobacter","Reactive arthritis","<5","Deaths",54709.9359908006,457.212911462412,530267.98262104
"623","Campylobacter","Reactive arthritis","<5","WTP",1397338.910464,577868.142702171,3107890.39879117
"624","Campylobacter","Reactive arthritis","<5","WTPOngoing",415355.13857202,124762.271797418,1079327.25569025
"625","Campylobacter","Reactive arthritis","<5","HumanCapital",3813991.30548526,1779565.87320936,7630996.6997276
"626","Campylobacter","Reactive arthritis","<5","FrictionHigh",3051193.04438821,1423652.69856749,6104797.35978208
"627","Campylobacter","Reactive arthritis","<5","FrictionLow",1144197.39164558,533869.761962808,2289299.00991828
"628","Campylobacter","Reactive arthritis","<5","TotalHumanCapital",6088853.40798705,2829302.3214348,12268568.3214708
"629","Campylobacter","Reactive arthritis","<5","TotalFrictionHigh",5322173.26597686,2465834.76148366,10764547.3551019
"630","Campylobacter","Reactive arthritis","<5","TotalFrictionLow",3399941.56397028,1540103.02645656,7041706.34272751
"631","Campylobacter","Reactive arthritis","5-64","GPSpecialist",965205.061151627,447515.13630398,1947279.59058843
"632","Campylobacter","Reactive arthritis","5-64","ED",0,0,0
"633","Campylobacter","Reactive arthritis","5-64","Medications",640041.797424283,267008.126094126,1496748.08589015
"634","Campylobacter","Reactive arthritis","5-64","Tests",730282.53872226,328390.098404725,1530414.83040794
"635","Campylobacter","Reactive arthritis","5-64","Hospitalisation",235255.138150475,138853.076575921,365713.862774634
"636","Campylobacter","Reactive arthritis","5-64","Deaths",91007.9270709044,778.177569487437,829602.862215087
"637","Campylobacter","Reactive arthritis","5-64","WTP",12730737.158434,5264783.9274231,28315060.4967358
"638","Campylobacter","Reactive arthritis","5-64","WTPOngoing",3784048.40702724,1137585.72290364,9839351.574547
"639","Campylobacter","Reactive arthritis","5-64","HumanCapital",40844298.8105967,19057495.0115823,81720875.7078423
"640","Campylobacter","Reactive arthritis","5-64","FrictionHigh",32675439.0484774,15245996.0092658,65376700.5662738
"641","Campylobacter","Reactive arthritis","5-64","FrictionLow",12253289.643179,5717248.50347469,24516262.7123527
"642","Campylobacter","Reactive arthritis","5-64","TotalHumanCapital",60623633.5566068,28157921.8509094,122420183.216007
"643","Campylobacter","Reactive arthritis","5-64","TotalFrictionHigh",52425778.5221477,24293970.2286116,106245767.958104
"644","Campylobacter","Reactive arthritis","5-64","TotalFrictionLow",31864753.9699777,14473633.336079,66203152.7387433
"645","Campylobacter","Reactive arthritis","65+","GPSpecialist",302904.533963822,140506.948447832,610655.263427912
"646","Campylobacter","Reactive arthritis","65+","ED",0,0,0
"647","Campylobacter","Reactive arthritis","65+","Medications",200693.01331995,83596.1191042577,468903.654045983
"648","Campylobacter","Reactive arthritis","65+","Tests",229097.251508813,103050.987031396,480461.194892887
"649","Campylobacter","Reactive arthritis","65+","Hospitalisation",55599.7262097256,33334.0089108612,85509.7788128634
"650","Campylobacter","Reactive arthritis","65+","Deaths",103200.499012682,891.612277317048,934368.198272661
"651","Campylobacter","Reactive arthritis","65+","WTP",3994673.66486889,1651993.39554106,8884750.74756738
"652","Campylobacter","Reactive arthritis","65+","WTPOngoing",1187110.86046341,356651.168707513,3083499.43079617
"653","Campylobacter","Reactive arthritis","65+","HumanCapital",5249856.57225025,2449524.61789416,10503861.9567036
"654","Campylobacter","Reactive arthritis","65+","FrictionHigh",4199885.2578002,1959619.69431533,8403089.56536289
"655","Campylobacter","Reactive arthritis","65+","FrictionLow",1574956.97167507,734857.385368247,3151158.58701108
"656","Campylobacter","Reactive arthritis","65+","TotalHumanCapital",11574221.7730537,5339933.48515833,23681736.8762826
"657","Campylobacter","Reactive arthritis","65+","TotalFrictionHigh",10516622.2659149,4826383.90561317,21633566.125539
"658","Campylobacter","Reactive arthritis","65+","TotalFrictionLow",7857295.67914535,3511464.20384706,16575528.2395183
"659","Campylobacter","Reactive arthritis","All ages","GPSpecialist",1375467.06220476,639633.152804782,2765036.56816848
"660","Campylobacter","Reactive arthritis","All ages","ED",0,0,0
"661","Campylobacter","Reactive arthritis","All ages","Medications",930509.292908382,406953.620160432,2035028.86157546
"662","Campylobacter","Reactive arthritis","All ages","Tests",1045559.33469174,478068.314944309,2147684.92786374
"663","Campylobacter","Reactive arthritis","All ages","Hospitalisation",316194.119379926,201163.951765991,458205.891630666
"664","Campylobacter","Reactive arthritis","All ages","Deaths",433959.357808692,60348.6096001287,1615577.24622205
"665","Campylobacter","Reactive arthritis","All ages","WTP",18122749.7337669,7494645.46566633,40307701.6430944
"666","Campylobacter","Reactive arthritis","All ages","WTPOngoing",5425808.0574028,1653544.94323918,13835412.941042
"667","Campylobacter","Reactive arthritis","All ages","HumanCapital",49908146.6883322,23286585.5026858,99855734.3642735
"668","Campylobacter","Reactive arthritis","All ages","FrictionHigh",39926517.3506658,18629268.4021487,79884587.4914188
"669","Campylobacter","Reactive arthritis","All ages","FrictionLow",14972444.0064997,6985975.65080575,29956720.309282
"670","Campylobacter","Reactive arthritis","All ages","TotalHumanCapital",78310235.3949532,36401039.7858553,158242782.888578
"671","Campylobacter","Reactive arthritis","All ages","TotalFrictionHigh",68279226.6463162,31654804.8028815,138542090.844212
