"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"1","All gastro pathogens","Gastroenteritis","<5","GPSpecialist",2314435.8896195,1268853.20905127,3859531.21731409
"2","All gastro pathogens","Gastroenteritis","<5","ED",4153833.10513905,1976552.65020487,8272246.02909475
"3","All gastro pathogens","Gastroenteritis","<5","Medications",3233489.66712404,1708592.64720454,5655500.57806435
"4","All gastro pathogens","Gastroenteritis","<5","Tests",515470.44538957,219860.45344125,1151758.50340643
"5","All gastro pathogens","Gastroenteritis","<5","Hospitalisation",8059163.09291566,4206748.44942521,14162038.0622726
"6","All gastro pathogens","Gastroenteritis","<5","Deaths",5711844.89691185,2722703.90871488,11140539.2410287
"7","All gastro pathogens","Gastroenteritis","<5","WTP",12704287.7741661,6858486.24741945,22176245.4718575
"8","All gastro pathogens","Gastroenteritis","<5","WTPOngoing",0,0,0
"9","All gastro pathogens","Gastroenteritis","<5","HumanCapital",71212325.6450295,35047624.3855814,140350698.600319
"10","All gastro pathogens","Gastroenteritis","<5","FrictionHigh",56969860.5160236,28038099.5084651,112280558.880255
"11","All gastro pathogens","Gastroenteritis","<5","FrictionLow",21363697.6935088,10514287.3156744,42105209.5800956
"12","All gastro pathogens","Gastroenteritis","<5","TotalHumanCapital",109998442.360507,64153992.3866756,189365254.752911
"13","All gastro pathogens","Gastroenteritis","<5","TotalFrictionHigh",95764022.4599648,56910884.7131736,161550503.156461
"14","All gastro pathogens","Gastroenteritis","<5","TotalFrictionLow",60042004.0073343,38255934.1479165,92897604.4989956
"15","All gastro pathogens","Gastroenteritis","5-64","GPSpecialist",32211304.9408842,17661014.5033157,53741219.7572784
"16","All gastro pathogens","Gastroenteritis","5-64","ED",57817312.2155344,27520599.6031313,114934676.331784
"17","All gastro pathogens","Gastroenteritis","5-64","Medications",30373060.5498853,16726197.7305139,50447689.0541527
"18","All gastro pathogens","Gastroenteritis","5-64","Tests",7164223.34208795,3061853.49622942,16040154.7605966
"19","All gastro pathogens","Gastroenteritis","5-64","Hospitalisation",45112561.6174153,23541199.2186598,79100257.1877334
"20","All gastro pathogens","Gastroenteritis","5-64","Deaths",18848059.3366094,9553039.09299099,34366125.6116856
"21","All gastro pathogens","Gastroenteritis","5-64","WTP",169484767.475344,88230090.9372555,301515535.599085
"22","All gastro pathogens","Gastroenteritis","5-64","WTPOngoing",0,0,0
"23","All gastro pathogens","Gastroenteritis","5-64","HumanCapital",1467352377.8455,809575656.92253,2451968948.29186
"24","All gastro pathogens","Gastroenteritis","5-64","FrictionHigh",1173881902.2764,647660525.538024,1961575158.63349
"25","All gastro pathogens","Gastroenteritis","5-64","FrictionLow",440205713.353649,242872697.076759,735590684.487557
"26","All gastro pathogens","Gastroenteritis","5-64","TotalHumanCapital",1841561302.38127,1052765056.08378,3000093699.60861
"27","All gastro pathogens","Gastroenteritis","5-64","TotalFrictionHigh",1548011621.06266,890268776.296982,2511041930.48715
"28","All gastro pathogens","Gastroenteritis","5-64","TotalFrictionLow",813028862.953566,482297812.699024,1292326326.92158
"29","All gastro pathogens","Gastroenteritis","65+","GPSpecialist",7207883.71155435,3953891.18911267,12032741.6075302
"30","All gastro pathogens","Gastroenteritis","65+","ED",12923346.5530813,6155667.41972216,25754202.4650076
"31","All gastro pathogens","Gastroenteritis","65+","Medications",9281879.49105761,4850663.35732274,16508016.9985783
"32","All gastro pathogens","Gastroenteritis","65+","Tests",1604505.48594679,685592.322446636,3592765.99050692
"33","All gastro pathogens","Gastroenteritis","65+","Hospitalisation",93234435.5554526,48733483.3544228,163527142.128557
"34","All gastro pathogens","Gastroenteritis","65+","Deaths",183445970.300299,95581011.9821328,323361744.908236
"35","All gastro pathogens","Gastroenteritis","65+","WTP",39726450.4818157,21528395.4803214,69255544.0112486
"36","All gastro pathogens","Gastroenteritis","65+","WTPOngoing",0,0,0
"37","All gastro pathogens","Gastroenteritis","65+","HumanCapital",177159221.914785,50424526.0449628,877863107.096109
"38","All gastro pathogens","Gastroenteritis","65+","FrictionHigh",141727377.531828,40339620.8359702,702290485.676887
"39","All gastro pathogens","Gastroenteritis","65+","FrictionLow",53147766.5744356,15127357.8134888,263358932.128833
"40","All gastro pathogens","Gastroenteritis","65+","TotalHumanCapital",558492465.908185,344533175.566995,1266223120.70469
"41","All gastro pathogens","Gastroenteritis","65+","TotalFrictionHigh",523317690.860754,329357972.8565,1093266472.34292
"42","All gastro pathogens","Gastroenteritis","65+","TotalFrictionLow",429650481.297309,285180839.63119,683119025.485444
"43","All gastro pathogens","Gastroenteritis","All ages","GPSpecialist",41845403.5180412,23151362.5803418,68929821.5730476
"44","All gastro pathogens","Gastroenteritis","All ages","ED",76204329.5474937,38639773.5130666,141727912.688215
"45","All gastro pathogens","Gastroenteritis","All ages","Medications",43173806.1342535,23914613.2247004,70986801.0493521
"46","All gastro pathogens","Gastroenteritis","All ages","Tests",9535877.46676626,4519664.98806612,19368765.740905
"47","All gastro pathogens","Gastroenteritis","All ages","Hospitalisation",149790938.078719,96385994.8943607,225038711.759578
"48","All gastro pathogens","Gastroenteritis","All ages","Deaths",209743602.408176,120691691.842327,350162355.625178
"49","All gastro pathogens","Gastroenteritis","All ages","WTP",221919269.745862,116745184.736736,392916315.168831
"50","All gastro pathogens","Gastroenteritis","All ages","WTPOngoing",0,0,0
"51","All gastro pathogens","Gastroenteritis","All ages","HumanCapital",1788428473.16492,972048670.66556,3135542783.36134
"52","All gastro pathogens","Gastroenteritis","All ages","FrictionHigh",1430742778.53194,777638936.532448,2508434226.68907
"53","All gastro pathogens","Gastroenteritis","All ages","FrictionLow",536528541.949476,291614601.199668,940662835.008401
"54","All gastro pathogens","Gastroenteritis","All ages","TotalHumanCapital",2569769274.90374,1572312828.1097,4132378572.18792
"55","All gastro pathogens","Gastroenteritis","All ages","TotalFrictionHigh",2211726651.22738,1375528464.58022,3508512991.01232
"56","All gastro pathogens","Gastroenteritis","All ages","TotalFrictionLow",1316454534.75625,874964519.254812,1959111359.9293
"57","All gastro pathogens","Reactive arthritis","<5","GPSpecialist",203954.514279049,109638.10365378,355106.678435664
"58","All gastro pathogens","Reactive arthritis","<5","ED",0,0,0
"59","All gastro pathogens","Reactive arthritis","<5","Medications",137822.436089553,69258.4235232978,265201.084046823
"60","All gastro pathogens","Reactive arthritis","<5","Tests",155008.11539697,81807.8987408106,276994.289340834
"61","All gastro pathogens","Reactive arthritis","<5","Hospitalisation",41067.7108813939,30028.1977351411,54515.9539261234
"62","All gastro pathogens","Reactive arthritis","<5","Deaths",161903.247828767,18429.3684691352,746113.261610907
"63","All gastro pathogens","Reactive arthritis","<5","WTP",2694003.27314171,1254247.52094141,5271431.78793892
"64","All gastro pathogens","Reactive arthritis","<5","WTPOngoing",812454.043372106,266138.195000606,1835885.11095915
"65","All gastro pathogens","Reactive arthritis","<5","HumanCapital",7334745.73442891,3958041.34564495,12701132.7902412
"66","All gastro pathogens","Reactive arthritis","<5","FrictionHigh",5867796.58754313,3166433.07651596,10160906.2321929
"67","All gastro pathogens","Reactive arthritis","<5","FrictionLow",2200423.72032867,1187412.40369349,3810339.83707235
"68","All gastro pathogens","Reactive arthritis","<5","TotalHumanCapital",11694250.0837706,6328141.80343081,20431426.4023416
"69","All gastro pathogens","Reactive arthritis","<5","TotalFrictionHigh",10221264.5542516,5518534.23285593,17928035.6751789
"70","All gastro pathogens","Reactive arthritis","<5","TotalFrictionLow",6531553.72367848,3447551.40593465,11766966.4908518
"71","All gastro pathogens","Reactive arthritis","5-64","GPSpecialist",1227639.63995876,661995.819332791,2230834.63099596
"72","All gastro pathogens","Reactive arthritis","5-64","ED",0,0,0
"73","All gastro pathogens","Reactive arthritis","5-64","Medications",823447.898803976,410571.026106952,1694518.71343018
"74","All gastro pathogens","Reactive arthritis","5-64","Tests",931802.114762199,491458.460711831,1747095.01125058
"75","All gastro pathogens","Reactive arthritis","5-64","Hospitalisation",301855.023875535,211041.767498981,417704.252904771
"76","All gastro pathogens","Reactive arthritis","5-64","Deaths",157189.884332211,15776.4935082734,898558.151216441
"77","All gastro pathogens","Reactive arthritis","5-64","WTP",16261365.9196403,7575192.80775161,32839221.5075615
"78","All gastro pathogens","Reactive arthritis","5-64","WTPOngoing",4891837.66161343,1602154.97577439,11455147.1435057
"79","All gastro pathogens","Reactive arthritis","5-64","HumanCapital",51905442.2069144,28130521.2997534,93663198.0059867
"80","All gastro pathogens","Reactive arthritis","5-64","FrictionHigh",41524353.7655316,22504417.0398028,74930558.4047894
"81","All gastro pathogens","Reactive arthritis","5-64","FrictionLow",15571632.6620743,8439156.38992603,28098959.401796
"82","All gastro pathogens","Reactive arthritis","5-64","TotalHumanCapital",77080519.7084281,41509504.671289,140595929.922501
"83","All gastro pathogens","Reactive arthritis","5-64","TotalFrictionHigh",66669165.6696442,35758843.5789777,122075246.198118
"84","All gastro pathogens","Reactive arthritis","5-64","TotalFrictionLow",40549705.1339618,21196698.62167,76289116.1913037
"85","All gastro pathogens","Reactive arthritis","65+","GPSpecialist",372847.033330003,199221.301541458,685048.252074192
"86","All gastro pathogens","Reactive arthritis","65+","ED",0,0,0
"87","All gastro pathogens","Reactive arthritis","65+","Medications",249694.361066199,123023.957689769,520364.243523173
"88","All gastro pathogens","Reactive arthritis","65+","Tests",282854.884983374,147771.179373655,537596.86880332
"89","All gastro pathogens","Reactive arthritis","65+","Hospitalisation",69118.8739396413,47934.8307211246,96179.9926771079
"90","All gastro pathogens","Reactive arthritis","65+","Deaths",168267.619910046,15688.243790431,999186.558626494
"91","All gastro pathogens","Reactive arthritis","65+","WTP",4938898.32350092,2282165.49715382,10076940.0454996
"92","All gastro pathogens","Reactive arthritis","65+","WTPOngoing",1484136.16097865,483314.163684083,3509543.59900749
"93","All gastro pathogens","Reactive arthritis","65+","HumanCapital",6459731.7602769,3466582.9106423,11786833.6885069
"94","All gastro pathogens","Reactive arthritis","65+","FrictionHigh",5167785.40822152,2773266.32851384,9429466.9508055
"95","All gastro pathogens","Reactive arthritis","65+","FrictionLow",1937919.52808307,1039974.87319269,3536050.10655206
"96","All gastro pathogens","Reactive arthritis","65+","TotalHumanCapital",14256004.646899,7528369.49624991,26681255.7756765
"97","All gastro pathogens","Reactive arthritis","65+","TotalFrictionHigh",12953867.7095796,6795727.56830697,24400044.1502735
"98","All gastro pathogens","Reactive arthritis","65+","TotalFrictionLow",9690889.63064808,4922100.14014916,18743301.5522088
"99","All gastro pathogens","Reactive arthritis","All ages","GPSpecialist",1808767.26553426,983192.918725517,3242610.37577583
"100","All gastro pathogens","Reactive arthritis","All ages","ED",0,0,0
"101","All gastro pathogens","Reactive arthritis","All ages","Medications",1232544.62666061,640916.092325817,2367013.79218717
"102","All gastro pathogens","Reactive arthritis","All ages","Tests",1378314.97061821,740596.324763751,2512998.31761416
"103","All gastro pathogens","Reactive arthritis","All ages","Hospitalisation",413869.015954122,318592.792239645,532537.341637485
"104","All gastro pathogens","Reactive arthritis","All ages","Deaths",672905.820373026,193556.296922939,1872429.81698927
"105","All gastro pathogens","Reactive arthritis","All ages","WTP",23946323.3365857,11210048.7328662,47924028.9287849
"106","All gastro pathogens","Reactive arthritis","All ages","WTPOngoing",7249630.96766677,2400029.58026073,16556194.16016
"107","All gastro pathogens","Reactive arthritis","All ages","HumanCapital",65817427.3374363,35892278.0579566,117422789.800594
"108","All gastro pathogens","Reactive arthritis","All ages","FrictionHigh",52653941.869949,28713822.4463653,93938231.8404752
"109","All gastro pathogens","Reactive arthritis","All ages","FrictionLow",19745228.2012309,10767683.417387,35226836.9401782
"110","All gastro pathogens","Reactive arthritis","All ages","TotalHumanCapital",103217709.029396,55962834.2639972,186339540.592003
"111","All gastro pathogens","Reactive arthritis","All ages","TotalFrictionHigh",90005676.7678239,48606294.6094249,163243574.600391
"112","All gastro pathogens","Reactive arthritis","All ages","TotalFrictionLow",56873514.4026198,29919004.3119382,106062125.635803
"113","All gastro pathogens","Irritable bowel syndrome","<5","GPSpecialist",945394.108851586,635334.973537679,1405146.71719521
"114","All gastro pathogens","Irritable bowel syndrome","<5","ED",0,0,0
"115","All gastro pathogens","Irritable bowel syndrome","<5","Medications",49319.875371197,33157.0488055666,73284.5810527418
"116","All gastro pathogens","Irritable bowel syndrome","<5","Tests",613405.928816665,412578.068448798,910908.044049717
"117","All gastro pathogens","Irritable bowel syndrome","<5","Hospitalisation",4218.40475404991,2361.24245018843,7949.69364826673
"118","All gastro pathogens","Irritable bowel syndrome","<5","Deaths",45283.0291759674,3540.9055963328,249986.14940037
"119","All gastro pathogens","Irritable bowel syndrome","<5","WTP",3139875.72483276,1914712.83923614,5032069.95817233
"120","All gastro pathogens","Irritable bowel syndrome","<5","WTPOngoing",4673687.52939656,2121810.74743289,9108350.49668396
"121","All gastro pathogens","Irritable bowel syndrome","<5","HumanCapital",3725703.41811135,2507831.11779223,5529688.10390839
"122","All gastro pathogens","Irritable bowel syndrome","<5","FrictionHigh",2980562.73448908,2006264.89423378,4423750.48312671
"123","All gastro pathogens","Irritable bowel syndrome","<5","FrictionLow",1117711.0254334,752349.335337669,1658906.43117252
"124","All gastro pathogens","Irritable bowel syndrome","<5","TotalHumanCapital",13301871.4904957,8308035.26462424,21271711.4697654
"125","All gastro pathogens","Irritable bowel syndrome","<5","TotalFrictionHigh",12552287.287151,7768136.32856804,20228282.98337
"126","All gastro pathogens","Irritable bowel syndrome","<5","TotalFrictionLow",10673127.6765551,6392570.69862201,17639535.2549722
"127","All gastro pathogens","Irritable bowel syndrome","5-64","GPSpecialist",6136207.66773471,3928110.78693667,9739952.48171584
"128","All gastro pathogens","Irritable bowel syndrome","5-64","ED",0,0,0
"129","All gastro pathogens","Irritable bowel syndrome","5-64","Medications",320072.660662472,204953.044118986,507992.688761335
"130","All gastro pathogens","Irritable bowel syndrome","5-64","Tests",4669816.63952518,2979963.87842592,7437117.86099502
"131","All gastro pathogens","Irritable bowel syndrome","5-64","Hospitalisation",2639355.40253072,1426421.143862,5654831.28366231
"132","All gastro pathogens","Irritable bowel syndrome","5-64","Deaths",183741.411920297,41807.6024369967,685410.596958202
"133","All gastro pathogens","Irritable bowel syndrome","5-64","WTP",20379400.0387827,11945424.6677837,34513982.3785607
"134","All gastro pathogens","Irritable bowel syndrome","5-64","WTPOngoing",30092758.0154267,12959654.7439097,63003870.3493165
"135","All gastro pathogens","Irritable bowel syndrome","5-64","HumanCapital",28356153.090556,18183726.9010273,44943145.37334
"136","All gastro pathogens","Irritable bowel syndrome","5-64","FrictionHigh",22684922.4724448,14546981.5208218,35954516.298672
"137","All gastro pathogens","Irritable bowel syndrome","5-64","FrictionLow",8506845.92716681,5455118.07030819,13482943.612002
"138","All gastro pathogens","Irritable bowel syndrome","5-64","TotalHumanCapital",93942494.3886775,57520840.6824839,156683734.261876
"139","All gastro pathogens","Irritable bowel syndrome","5-64","TotalFrictionHigh",88208938.7098025,53624953.1468682,148153976.183647
"140","All gastro pathogens","Irritable bowel syndrome","5-64","TotalFrictionLow",73873727.4386679,43684088.3118122,127051385.946126
"141","All gastro pathogens","Irritable bowel syndrome","65+","GPSpecialist",1874783.32808036,1188226.55151414,3003101.65274852
"142","All gastro pathogens","Irritable bowel syndrome","65+","ED",0,0,0
"143","All gastro pathogens","Irritable bowel syndrome","65+","Medications",97835.6961845232,62008.6551398389,156547.98469333
"144","All gastro pathogens","Irritable bowel syndrome","65+","Tests",1638077.09249254,1035771.41279777,2629828.291268
"145","All gastro pathogens","Irritable bowel syndrome","65+","Hospitalisation",630825.197800982,337435.504153455,1372807.75255418
"146","All gastro pathogens","Irritable bowel syndrome","65+","Deaths",1000953.64884294,420536.671029673,2591301.70058646
"147","All gastro pathogens","Irritable bowel syndrome","65+","WTP",6226307.69575468,3618576.81659278,10628687.2425169
"148","All gastro pathogens","Irritable bowel syndrome","65+","WTPOngoing",9170284.45165557,3913636.16320939,19454986.1340457
"149","All gastro pathogens","Irritable bowel syndrome","65+","HumanCapital",3526512.84730273,2238335.39797661,5638458.4487679
"150","All gastro pathogens","Irritable bowel syndrome","65+","FrictionHigh",2821210.27784219,1790668.31838129,4510766.75901432
"151","All gastro pathogens","Irritable bowel syndrome","65+","FrictionLow",1057953.85419082,671500.619392983,1691537.53463037
"152","All gastro pathogens","Irritable bowel syndrome","65+","TotalHumanCapital",24626609.8778354,14894984.7544896,41793768.4577358
"153","All gastro pathogens","Irritable bowel syndrome","65+","TotalFrictionHigh",23912198.7698939,14402708.8705706,40736640.1223654
"154","All gastro pathogens","Irritable bowel syndrome","65+","TotalFrictionLow",22128893.5642671,13156608.0372162,38121798.0682773
"155","All gastro pathogens","Irritable bowel syndrome","All ages","GPSpecialist",8961000.19613179,5784739.00113559,14100864.9077006
"156","All gastro pathogens","Irritable bowel syndrome","All ages","ED",0,0,0
"157","All gastro pathogens","Irritable bowel syndrome","All ages","Medications",467466.442252863,301780.255131922,735764.308138333
"158","All gastro pathogens","Irritable bowel syndrome","All ages","Tests",6925367.83510649,4456073.59869019,10938229.0090899
"159","All gastro pathogens","Irritable bowel syndrome","All ages","Hospitalisation",3383523.36200066,2025289.65124596,6417874.9474172
"160","All gastro pathogens","Irritable bowel syndrome","All ages","Deaths",1338554.83736379,646349.896987738,2980222.11465797
"161","All gastro pathogens","Irritable bowel syndrome","All ages","WTP",29758702.0741134,17549103.6977676,50041943.8061082
"162","All gastro pathogens","Irritable bowel syndrome","All ages","WTPOngoing",44541976.4246233,20361950.4863787,88118643.2703206
"163","All gastro pathogens","Irritable bowel syndrome","All ages","HumanCapital",35616922.8694638,23036940.6092864,55961469.6415239
"164","All gastro pathogens","Irritable bowel syndrome","All ages","FrictionHigh",28493538.295571,18429552.4874292,44769175.7132191
"165","All gastro pathogens","Irritable bowel syndrome","All ages","FrictionLow",10685076.8608391,6911082.18278593,16788440.8924572
"166","All gastro pathogens","Irritable bowel syndrome","All ages","TotalHumanCapital",132245993.741139,81831817.5955552,217515358.58307
"167","All gastro pathogens","Irritable bowel syndrome","All ages","TotalFrictionHigh",125049166.004285,76880746.7965948,206833228.320157
"168","All gastro pathogens","Irritable bowel syndrome","All ages","TotalFrictionLow",107064836.645167,64323273.9609056,180376101.939444
"169","All gastro pathogens","Guillain-Barré syndrome","<5","GPSpecialist",6301.07825361424,3093.11127938846,13004.5832116075
"170","All gastro pathogens","Guillain-Barré syndrome","<5","ED",0,0,0
"171","All gastro pathogens","Guillain-Barré syndrome","<5","Medications",0,0,0
"172","All gastro pathogens","Guillain-Barré syndrome","<5","Tests",0,0,0
"173","All gastro pathogens","Guillain-Barré syndrome","<5","Hospitalisation",379207.361391224,186582.690655349,781498.678615101
"174","All gastro pathogens","Guillain-Barré syndrome","<5","Deaths",55900.5723341888,474.679258084749,545423.16012592
"175","All gastro pathogens","Guillain-Barré syndrome","<5","WTP",18459.3236223768,8679.45033529525,39582.9196484301
"176","All gastro pathogens","Guillain-Barré syndrome","<5","WTPOngoing",3064.83439880954,1298.79203204832,7035.41796039001
"177","All gastro pathogens","Guillain-Barré syndrome","<5","HumanCapital",170398.626914017,83841.8172499385,351170.138898612
"178","All gastro pathogens","Guillain-Barré syndrome","<5","FrictionHigh",136318.901531214,67073.4537999508,280936.111118889
"179","All gastro pathogens","Guillain-Barré syndrome","<5","FrictionLow",51119.5880742052,25152.5451749816,105351.041669584
"180","All gastro pathogens","Guillain-Barré syndrome","<5","TotalHumanCapital",700952.720700201,338037.210425094,1454149.63397689
"181","All gastro pathogens","Guillain-Barré syndrome","<5","TotalFrictionHigh",665327.539187736,319697.744527131,1390035.4477629
"182","All gastro pathogens","Guillain-Barré syndrome","<5","TotalFrictionLow",575782.107851764,273483.244188249,1232836.67422194
"183","All gastro pathogens","Guillain-Barré syndrome","5-64","GPSpecialist",57383.9559671802,28196.8751247373,118480.928944377
"184","All gastro pathogens","Guillain-Barré syndrome","5-64","ED",0,0,0
"185","All gastro pathogens","Guillain-Barré syndrome","5-64","Medications",0,0,0
"186","All gastro pathogens","Guillain-Barré syndrome","5-64","Tests",0,0,0
"187","All gastro pathogens","Guillain-Barré syndrome","5-64","Hospitalisation",3454844.92721377,1699899.1263028,7120000.87638629
"188","All gastro pathogens","Guillain-Barré syndrome","5-64","Deaths",4267970.89109613,1714887.86219809,8927248.01390478
"189","All gastro pathogens","Guillain-Barré syndrome","5-64","WTP",168177.380161064,79075.877778022,360628.149859682
"190","All gastro pathogens","Guillain-Barré syndrome","5-64","WTPOngoing",59595.764603667,25294.0632137208,136749.05200067
"191","All gastro pathogens","Guillain-Barré syndrome","5-64","HumanCapital",1818240.22807965,894634.937381647,3747164.42854886
"192","All gastro pathogens","Guillain-Barré syndrome","5-64","FrictionHigh",1454592.18246372,715707.949905318,2997731.54283909
"193","All gastro pathogens","Guillain-Barré syndrome","5-64","FrictionLow",545472.068423895,268390.481214494,1124149.32856466
"194","All gastro pathogens","Guillain-Barré syndrome","5-64","TotalHumanCapital",10290668.508057,5867297.97292223,17420517.257079
"195","All gastro pathogens","Guillain-Barré syndrome","5-64","TotalFrictionHigh",9915672.96311755,5644502.70170919,16756409.1933509
"196","All gastro pathogens","Guillain-Barré syndrome","5-64","TotalFrictionLow",8967028.92432912,5070325.38849569,15133006.5854327
"197","All gastro pathogens","Guillain-Barré syndrome","65+","GPSpecialist",18011.7259328308,8844.36784668364,37186.9853706786
"198","All gastro pathogens","Guillain-Barré syndrome","65+","ED",0,0,0
"199","All gastro pathogens","Guillain-Barré syndrome","65+","Medications",0,0,0
"200","All gastro pathogens","Guillain-Barré syndrome","65+","Tests",0,0,0
"201","All gastro pathogens","Guillain-Barré syndrome","65+","Hospitalisation",1084067.47191413,533397.413540721,2234126.71558467
"202","All gastro pathogens","Guillain-Barré syndrome","65+","Deaths",48923319.3466868,21456291.3307715,90166914.3688607
"203","All gastro pathogens","Guillain-Barré syndrome","65+","WTP",52771.0016470631,24812.5715388749,113158.551239155
"204","All gastro pathogens","Guillain-Barré syndrome","65+","WTPOngoing",57045.5792837335,24353.055836153,129982.557902525
"205","All gastro pathogens","Guillain-Barré syndrome","65+","HumanCapital",231910.030281378,114107.482726902,477937.404900493
"206","All gastro pathogens","Guillain-Barré syndrome","65+","FrictionHigh",185528.024225102,91285.9861815214,382349.923920394
"207","All gastro pathogens","Guillain-Barré syndrome","65+","FrictionLow",69573.0090844134,34232.2448180705,143381.221470148
"208","All gastro pathogens","Guillain-Barré syndrome","65+","TotalHumanCapital",50523404.8184641,23017402.4687278,91765103.6228921
"209","All gastro pathogens","Guillain-Barré syndrome","65+","TotalFrictionHigh",50471280.9123409,22967241.7769553,91710815.1569728
"210","All gastro pathogens","Guillain-Barré syndrome","65+","TotalFrictionLow",50340618.4047829,22845653.4822429,91580312.3873411
"211","All gastro pathogens","Guillain-Barré syndrome","All ages","GPSpecialist",81708.1090886226,40173.0308422042,168574.539701271
"212","All gastro pathogens","Guillain-Barré syndrome","All ages","ED",0,0,0
"213","All gastro pathogens","Guillain-Barré syndrome","All ages","Medications",0,0,0
"214","All gastro pathogens","Guillain-Barré syndrome","All ages","Tests",0,0,0
"215","All gastro pathogens","Guillain-Barré syndrome","All ages","Hospitalisation",4918119.76051912,2419879.23049887,10135626.2705861
"216","All gastro pathogens","Guillain-Barré syndrome","All ages","Deaths",53751368.7850926,25991818.5660545,95143961.2855358
"217","All gastro pathogens","Guillain-Barré syndrome","All ages","WTP",239407.705430504,112567.899652192,513369.620747267
"218","All gastro pathogens","Guillain-Barré syndrome","All ages","WTPOngoing",119780.875276607,51071.3316471839,273336.195868604
"219","All gastro pathogens","Guillain-Barré syndrome","All ages","HumanCapital",2220548.88527504,1092584.23735849,4576271.97234796
"220","All gastro pathogens","Guillain-Barré syndrome","All ages","FrictionHigh",1776439.10822004,874067.38988679,3661017.57787837
"221","All gastro pathogens","Guillain-Barré syndrome","All ages","FrictionLow",666164.665582513,327775.271207546,1372881.59170439
"222","All gastro pathogens","Guillain-Barré syndrome","All ages","TotalHumanCapital",62156001.6655848,33685568.8194079,103969116.355991
"223","All gastro pathogens","Guillain-Barré syndrome","All ages","TotalFrictionHigh",61669000.4084707,33275888.846982,103426665.874371
"224","All gastro pathogens","Guillain-Barré syndrome","All ages","TotalFrictionLow",60433434.3721041,32212760.4940378,102078895.258959
"225","All gastro pathogens","Haemolytic uremic syndrome","<5","GPSpecialist",2055.87798071111,589.76839681697,6137.92946580802
"226","All gastro pathogens","Haemolytic uremic syndrome","<5","ED",0,0,0
"227","All gastro pathogens","Haemolytic uremic syndrome","<5","Medications",0,0,0
"228","All gastro pathogens","Haemolytic uremic syndrome","<5","Tests",0,0,0
"229","All gastro pathogens","Haemolytic uremic syndrome","<5","Hospitalisation",87430.4831350288,33184.9299020889,221322.433767465
"230","All gastro pathogens","Haemolytic uremic syndrome","<5","Deaths",77116.0857291383,661.182919084083,722309.606301668
"231","All gastro pathogens","Haemolytic uremic syndrome","<5","WTP",31212.8592510412,11482.7818214337,81449.9745580235
"232","All gastro pathogens","Haemolytic uremic syndrome","<5","WTPOngoing",11782.7496300878,3620.08642915918,35893.8685284578
"233","All gastro pathogens","Haemolytic uremic syndrome","<5","HumanCapital",61935.5804022846,23508.1383562839,156784.371993732
"234","All gastro pathogens","Haemolytic uremic syndrome","<5","FrictionHigh",49548.4643218277,18806.5106850271,125427.497594986
"235","All gastro pathogens","Haemolytic uremic syndrome","<5","FrictionLow",18580.6741206854,7052.44150688518,47035.3115981197
"236","All gastro pathogens","Haemolytic uremic syndrome","<5","TotalHumanCapital",325832.7344256,112215.440138432,1002013.44174895
"237","All gastro pathogens","Haemolytic uremic syndrome","<5","TotalFrictionHigh",311164.137883562,106087.682918537,980479.501008669
"238","All gastro pathogens","Haemolytic uremic syndrome","<5","TotalFrictionLow",274051.398764356,90493.1820789136,929071.76221632
"239","All gastro pathogens","Haemolytic uremic syndrome","5-64","GPSpecialist",9897.30607576479,2836.17989450333,29526.2347425529
"240","All gastro pathogens","Haemolytic uremic syndrome","5-64","ED",0,0,0
"241","All gastro pathogens","Haemolytic uremic syndrome","5-64","Medications",0,0,0
"242","All gastro pathogens","Haemolytic uremic syndrome","5-64","Tests",0,0,0
"243","All gastro pathogens","Haemolytic uremic syndrome","5-64","Hospitalisation",420985.495184319,159788.367243857,1065687.05826658
"244","All gastro pathogens","Haemolytic uremic syndrome","5-64","Deaths",4634713.11936451,2075147.61987824,9449247.11508566
"245","All gastro pathogens","Haemolytic uremic syndrome","5-64","WTP",150292.672952798,55290.6082392788,392188.818390754
"246","All gastro pathogens","Haemolytic uremic syndrome","5-64","WTPOngoing",56752.6784388609,17430.3502227358,172881.629258834
"247","All gastro pathogens","Haemolytic uremic syndrome","5-64","HumanCapital",350585.452695728,133067.475498584,887475.658967273
"248","All gastro pathogens","Haemolytic uremic syndrome","5-64","FrictionHigh",280468.362156582,106453.980398867,709980.527173819
"249","All gastro pathogens","Haemolytic uremic syndrome","5-64","FrictionLow",105175.635808718,39920.2426495752,266242.697690182
"250","All gastro pathogens","Haemolytic uremic syndrome","5-64","TotalHumanCapital",5817526.66937793,3015283.64471271,10772860.0667498
"251","All gastro pathogens","Haemolytic uremic syndrome","5-64","TotalFrictionHigh",5734281.40328119,2959643.29067063,10667329.5747474
"252","All gastro pathogens","Haemolytic uremic syndrome","5-64","TotalFrictionLow",5526420.46806916,2815399.92906324,10413247.5893872
"253","All gastro pathogens","Haemolytic uremic syndrome","65+","GPSpecialist",2847.48678459882,815.681597173796,8497.3184878151
"254","All gastro pathogens","Haemolytic uremic syndrome","65+","ED",0,0,0
"255","All gastro pathogens","Haemolytic uremic syndrome","65+","Medications",0,0,0
"256","All gastro pathogens","Haemolytic uremic syndrome","65+","Tests",0,0,0
