"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"730","Shigella","Reactive arthritis","5-64","Premature mortality",654.40098946167,5.08242914826146,8248.6557441848
"731","Shigella","Reactive arthritis","5-64","HumanCapital",316367.439578262,103743.032170397,744613.428842917
"732","Shigella","Reactive arthritis","5-64","FrictionHigh",253093.95166261,82994.4257363172,595690.743074334
"733","Shigella","Reactive arthritis","5-64","FrictionLow",94910.2318734786,31122.9096511189,223384.028652875
"734","Shigella","Reactive arthritis","5-64","TotalHumanCapital",469845.643483427,153397.61250715,1114178.92272058
"735","Shigella","Reactive arthritis","5-64","TotalFrictionHigh",406510.436867887,132425.617160014,967326.028897787
"736","Shigella","Reactive arthritis","5-64","TotalFrictionLow",246622.285053507,79225.8240607758,600836.167878429
"737","Shigella","Reactive arthritis","5-64","Direct",20261.8465888746,6570.88093708682,48578.651263307
"738","Shigella","Reactive arthritis","5-64","Pain and suffering",127320.993314242,37777.7018808099,337703.473794842
"739","Shigella","Reactive arthritis","65+","Premature mortality",277.231468186879,2.14684646634758,3503.14535544997
"740","Shigella","Reactive arthritis","65+","HumanCapital",15382.0716397223,5044.08024762074,36203.7797620057
"741","Shigella","Reactive arthritis","65+","FrictionHigh",12305.6573117779,4035.26419809659,28963.0238096046
"742","Shigella","Reactive arthritis","65+","FrictionLow",4614.6214919167,1513.22407428622,10861.1339286017
"743","Shigella","Reactive arthritis","65+","TotalHumanCapital",33896.1249227627,10938.960409742,82318.4515842504
"744","Shigella","Reactive arthritis","65+","TotalFrictionHigh",30771.7541116311,9887.38286216536,75179.8339627945
