"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"360","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages","Pain and suffering",14187212.5581749,5095667.79742221,34825721.9075332
"361","Campylobacter","Campylobacteriosis","<5","Premature mortality",181127.006232183,1645.65329605073,1594338.89626802
"362","Campylobacter","Campylobacteriosis","<5","HumanCapital",5655187.02346476,2891592.95162978,11084022.4402039
"363","Campylobacter","Campylobacteriosis","<5","FrictionHigh",4524149.61877181,2313274.36130383,8867217.95216316
"364","Campylobacter","Campylobacteriosis","<5","FrictionLow",1696556.10703943,867477.885488935,3325206.73206118
"365","Campylobacter","Campylobacteriosis","<5","TotalHumanCapital",13840657.9798106,8479666.73349302,22921642.4523461
"366","Campylobacter","Campylobacteriosis","<5","TotalFrictionHigh",12699741.2896759,7846062.94596559,20795516.3837228
"367","Campylobacter","Campylobacteriosis","<5","TotalFrictionLow",9807083.23269017,6196309.3563163,15638730.8105066
"368","Campylobacter","Campylobacteriosis","<5","Direct",2366565.10047557,1611500.13357636,3674159.50120774
"369","Campylobacter","Campylobacteriosis","<5","Pain and suffering",5237009.48476712,3070801.65766303,8828236.65760375
"370","Campylobacter","Campylobacteriosis","5-64","Premature mortality",2770840.21672324,891692.403792113,6753228.40318526
"371","Campylobacter","Campylobacteriosis","5-64","HumanCapital",78839997.2354943,48014758.4884323,130989407.521852
"372","Campylobacter","Campylobacteriosis","5-64","FrictionHigh",63071997.7883954,38411806.7907458,104791526.017481
"373","Campylobacter","Campylobacteriosis","5-64","FrictionLow",23651999.1706483,14404427.5465297,39296822.2565555
"374","Campylobacter","Campylobacteriosis","5-64","TotalHumanCapital",156426768.549808,100829564.579138,247503063.227466
"375","Campylobacter","Campylobacteriosis","5-64","TotalFrictionHigh",140638266.492424,91061416.7728801,221641303.804381
"376","Campylobacter","Campylobacteriosis","5-64","TotalFrictionLow",101073248.978818,66397526.1701022,157476417.854916
"377","Campylobacter","Campylobacteriosis","5-64","Direct",25831491.953824,18155481.7902352,38294541.5933308
"378","Campylobacter","Campylobacteriosis","5-64","Pain and suffering",47996910.7178868,28255369.6167807,80752105.2287795
"379","Campylobacter","Campylobacteriosis","65+","Premature mortality",21297647.7816931,12435455.3977421,34509791.7243575
"380","Campylobacter","Campylobacteriosis","65+","HumanCapital",14270312.2757073,5085292.49915932,64691142.5781267
"381","Campylobacter","Campylobacteriosis","65+","FrictionHigh",11416249.8205658,4068233.99932746,51752914.0625014
"382","Campylobacter","Campylobacteriosis","65+","FrictionLow",4281093.68271219,1525587.7497478,19407342.773438
"383","Campylobacter","Campylobacteriosis","65+","TotalHumanCapital",80522583.8794571,57712740.5718683,134995929.914059
"384","Campylobacter","Campylobacteriosis","65+","TotalFrictionHigh",77501503.9494921,56200946.2075024,122909932.248964
"385","Campylobacter","Campylobacteriosis","65+","TotalFrictionLow",69518135.104388,51910720.1538799,95593040.6719273
"386","Campylobacter","Campylobacteriosis","65+","Direct",26161137.3916608,18742233.1518728,34752601.0228203
"387","Campylobacter","Campylobacteriosis","65+","Pain and suffering",15300323.4567398,9077704.35538577,25585729.5376853
"388","Campylobacter","Campylobacteriosis","All ages","Premature mortality",24889850.4769738,15425361.1516744,38466416.9687073
"389","Campylobacter","Campylobacteriosis","All ages","HumanCapital",103277469.026248,61389588.117434,186307765.432898
"390","Campylobacter","Campylobacteriosis","All ages","FrictionHigh",82621975.2209981,49111670.4939472,149046212.346318
"391","Campylobacter","Campylobacteriosis","All ages","FrictionLow",30983240.7078743,18416876.4352302,55892329.6298694
"392","Campylobacter","Campylobacteriosis","All ages","TotalHumanCapital",253848467.530309,174685250.390235,388233461.445943
"393","Campylobacter","Campylobacteriosis","All ages","TotalFrictionHigh",233148115.417088,162065662.321551,351839544.978755
"394","Campylobacter","Campylobacteriosis","All ages","TotalFrictionLow",180930573.017272,129866465.628733,262179004.544322
"395","Campylobacter","Campylobacteriosis","All ages","Direct",54638652.8730957,41959847.0086908,72216720.1998658
"396","Campylobacter","Campylobacteriosis","All ages","Pain and suffering",68533982.7185591,40414030.3736902,115152298.38214
"397","Campylobacter","Reactive arthritis","<5","Premature mortality",54403.1863159404,468.383814698343,530443.240633007
"398","Campylobacter","Reactive arthritis","<5","HumanCapital",3824004.29419981,1780285.19277305,7651277.4136526
"399","Campylobacter","Reactive arthritis","<5","FrictionHigh",3059203.43535984,1424228.15421844,6121021.93092208
"400","Campylobacter","Reactive arthritis","<5","FrictionLow",1147201.28825994,534085.557831914,2295383.22409578
"401","Campylobacter","Reactive arthritis","<5","TotalHumanCapital",6107485.69276962,2833590.08238363,12298051.9565223
"402","Campylobacter","Reactive arthritis","<5","TotalFrictionHigh",5335140.81319265,2465341.0452479,10797616.5895642
"403","Campylobacter","Reactive arthritis","<5","TotalFrictionLow",3407642.72826282,1541635.2101794,7057018.58169831
"404","Campylobacter","Reactive arthritis","<5","Direct",282866.570673578,133974.376935138,561536.083975116
"405","Campylobacter","Reactive arthritis","<5","Pain and suffering",1820144.77558389,725490.328139129,4152588.67729912
"406","Campylobacter","Reactive arthritis","5-64","Premature mortality",92083.9244187941,766.399514179302,830507.401377036
"407","Campylobacter","Reactive arthritis","5-64","HumanCapital",40951528.6048692,19065198.2549424,81938063.2872826
"408","Campylobacter","Reactive arthritis","5-64","FrictionHigh",32761222.8838954,15252158.6039539,65550450.6298261
"409","Campylobacter","Reactive arthritis","5-64","FrictionLow",12285458.5814608,5719559.47648272,24581418.9861848
"410","Campylobacter","Reactive arthritis","5-64","TotalHumanCapital",60802685.4209499,28191980.0654335,122754352.735999
"411","Campylobacter","Reactive arthritis","5-64","TotalFrictionHigh",52561996.4240017,24351305.2297331,106520890.796441
"412","Campylobacter","Reactive arthritis","5-64","TotalFrictionLow",31927119.8388001,14468396.9706962,66405643.7603901
"413","Campylobacter","Reactive arthritis","5-64","Direct",2611542.86306413,1277390.74368042,5129022.4234769
"414","Campylobacter","Reactive arthritis","5-64","Pain and suffering",16599007.9153401,6596100.58291687,37832271.2764761
"415","Campylobacter","Reactive arthritis","65+","Premature mortality",104063.646490786,865.723182949303,942123.610669752
"416","Campylobacter","Reactive arthritis","65+","HumanCapital",5263639.18222509,2450514.74194964,10531777.8145966
"417","Campylobacter","Reactive arthritis","65+","FrictionHigh",4210911.34578007,1960411.79355971,8425422.25167729
"418","Campylobacter","Reactive arthritis","65+","FrictionLow",1579091.75466753,735154.422584892,3159533.34437898
"419","Campylobacter","Reactive arthritis","65+","TotalHumanCapital",11588900.8206139,5343263.42476989,23741007.5116536
"420","Campylobacter","Reactive arthritis","65+","TotalFrictionHigh",10537169.1419726,4832263.4009753,21711744.6567221
"421","Campylobacter","Reactive arthritis","65+","TotalFrictionLow",7875978.12323855,3525100.65285682,16609034.4770885
"422","Campylobacter","Reactive arthritis","65+","Direct",800643.456403732,386059.586667388,1591180.23858233
"423","Campylobacter","Reactive arthritis","65+","Pain and suffering",5203538.96827677,2072677.63423967,11870178.2293653
"424","Campylobacter","Reactive arthritis","All ages","Premature mortality",435727.085334372,60230.5216281109,1618923.54453158
"425","Campylobacter","Reactive arthritis","All ages","HumanCapital",50039172.0812941,23295998.1896651,100121118.515532
"426","Campylobacter","Reactive arthritis","All ages","FrictionHigh",40031337.6650353,18636798.5517321,80096894.8124254
"427","Campylobacter","Reactive arthritis","All ages","FrictionLow",15011751.6243882,6988799.45689953,30036335.5546595
"428","Campylobacter","Reactive arthritis","All ages","TotalHumanCapital",78530260.897048,36453592.6182385,158691856.20857
"429","Campylobacter","Reactive arthritis","All ages","TotalFrictionHigh",68438134.1415291,31705305.4877255,138949570.520754
"430","Campylobacter","Reactive arthritis","All ages","TotalFrictionLow",43239873.4220941,19610114.6281843,89935784.1100349
"431","Campylobacter","Reactive arthritis","All ages","Direct",3704447.03323889,1818893.83561809,7229347.5898025
"432","Campylobacter","Reactive arthritis","All ages","Pain and suffering",23639050.4178648,9409800.25177989,53869513.7830192
"433","Campylobacter","Irritable bowel syndrome","<5","Premature mortality",17874.438476309,151.303369007255,189521.366688271
"434","Campylobacter","Irritable bowel syndrome","<5","HumanCapital",2270133.60677083,1342728.10361644,3804342.31655585
"435","Campylobacter","Irritable bowel syndrome","<5","FrictionHigh",1816106.88541667,1074182.48289315,3043473.85324468
"436","Campylobacter","Irritable bowel syndrome","<5","FrictionLow",681040.08203125,402818.431084932,1141302.69496675
"437","Campylobacter","Irritable bowel syndrome","<5","TotalHumanCapital",8094010.09133332,4457231.94780208,14558735.1733767
"438","Campylobacter","Irritable bowel syndrome","<5","TotalFrictionHigh",7632045.22494159,4167398.96978389,13839225.3388373
"439","Campylobacter","Irritable bowel syndrome","<5","TotalFrictionLow",6480604.63175089,3439769.67174755,12065148.8547508
"440","Campylobacter","Irritable bowel syndrome","<5","Direct",982127.136092556,581471.655512899,1648049.23472247
"441","Campylobacter","Irritable bowel syndrome","<5","Pain and suffering",4737364.43572105,2274283.15888153,9452545.01369101
"442","Campylobacter","Irritable bowel syndrome","5-64","Premature mortality",143310.940344509,19215.679627602,643612.979075412
"443","Campylobacter","Irritable bowel syndrome","5-64","HumanCapital",24248458.5512132,14342365.871763,40636126.7471176
"444","Campylobacter","Irritable bowel syndrome","5-64","FrictionHigh",19398766.8409705,11473892.6974104,32508901.3976941
"445","Campylobacter","Irritable bowel syndrome","5-64","FrictionLow",7274537.56536395,4302709.76152891,12190838.0241353
"446","Campylobacter","Irritable bowel syndrome","5-64","TotalHumanCapital",80106811.1551879,45533654.9752129,141557596.773285
"447","Campylobacter","Irritable bowel syndrome","5-64","TotalFrictionHigh",75221877.8426358,42465689.5753025,133821337.278487
"448","Campylobacter","Irritable bowel syndrome","5-64","TotalFrictionLow",62978384.9677232,34625067.6360347,114558771.338892
"449","Campylobacter","Irritable bowel syndrome","5-64","Direct",12049111.8869628,7502766.20221437,19140392.835204
"450","Campylobacter","Irritable bowel syndrome","5-64","Pain and suffering",43142161.6043625,20773068.5058521,85820455.2040174
"451","Campylobacter","Irritable bowel syndrome","65+","Premature mortality",844743.887285718,300734.751612525,2426784.20430367
"452","Campylobacter","Irritable bowel syndrome","65+","HumanCapital",3096892.26321575,1831735.48168695,5189843.56322752
"453","Campylobacter","Irritable bowel syndrome","65+","FrictionHigh",2477513.8105726,1465388.38534956,4151874.85058201
"454","Campylobacter","Irritable bowel syndrome","65+","FrictionLow",929067.678964724,549520.644506086,1556953.06896826
"455","Campylobacter","Irritable bowel syndrome","65+","TotalHumanCapital",21567178.9270536,12205962.1420467,38429117.1421461
"456","Campylobacter","Irritable bowel syndrome","65+","TotalFrictionHigh",20940276.1757665,11804606.5329044,37449899.5511461
"457","Campylobacter","Irritable bowel syndrome","65+","TotalFrictionLow",19363538.1344727,10782162.8009783,35037496.6913399
"458","Campylobacter","Irritable bowel syndrome","65+","Direct",3806539.38199483,2361695.70599597,6058777.80304587
"459","Campylobacter","Irritable bowel syndrome","65+","Pain and suffering",13506456.6421869,6540336.77046369,26975204.8985971
"460","Campylobacter","Irritable bowel syndrome","All ages","Premature mortality",1114334.98451898,462105.818087824,2746290.38475227
"461","Campylobacter","Irritable bowel syndrome","All ages","HumanCapital",29615484.4211998,17516829.4570664,49630312.626901
"462","Campylobacter","Irritable bowel syndrome","All ages","FrictionHigh",23692387.5369598,14013463.5656532,39704250.1015208
"463","Campylobacter","Irritable bowel syndrome","All ages","FrictionLow",8884645.32635992,5255048.83711993,14889093.7880703
"464","Campylobacter","Irritable bowel syndrome","All ages","TotalHumanCapital",110092649.711862,62952530.9725215,192645635.907638
"465","Campylobacter","Irritable bowel syndrome","All ages","TotalFrictionHigh",104129505.745969,59172097.7414698,183332900.272819
"466","Campylobacter","Irritable bowel syndrome","All ages","TotalFrictionLow",89174569.1273399,49687194.6846837,159621986.557775
"467","Campylobacter","Irritable bowel syndrome","All ages","Direct",16865117.5287205,10614605.7740792,26648105.4722195
"468","Campylobacter","Irritable bowel syndrome","All ages","Pain and suffering",61859987.283349,30406203.3118448,119912714.379614
"469","Campylobacter","Guillain-Barré syndrome","<5","Premature mortality",55745.1968996294,458.748208986089,544398.325019549
"470","Campylobacter","Guillain-Barré syndrome","<5","HumanCapital",170657.619456725,83305.2444189703,351261.383506407
"471","Campylobacter","Guillain-Barré syndrome","<5","FrictionHigh",136526.09556538,66644.1955351762,281009.106805125
"472","Campylobacter","Guillain-Barré syndrome","<5","FrictionLow",51197.2858370175,24991.5733256911,105378.415051922
"473","Campylobacter","Guillain-Barré syndrome","<5","TotalHumanCapital",699875.764348175,336293.89816085,1457204.00123766
"474","Campylobacter","Guillain-Barré syndrome","<5","TotalFrictionHigh",664492.062083411,317929.735788622,1394182.19110756
"475","Campylobacter","Guillain-Barré syndrome","<5","TotalFrictionLow",575284.910212177,271712.054137982,1235468.64645484
"476","Campylobacter","Guillain-Barré syndrome","<5","Direct",386085.681815554,188464.054924431,794608.302873824
"477","Campylobacter","Guillain-Barré syndrome","<5","Pain and suffering",21647.0786875927,10206.7737442607,46097.0705618024
"478","Campylobacter","Guillain-Barré syndrome","5-64","Premature mortality",4272099.07623058,1712942.26520791,8923737.49907636
"479","Campylobacter","Guillain-Barré syndrome","5-64","HumanCapital",1821003.81055946,888909.431699883,3748138.05503572
"480","Campylobacter","Guillain-Barré syndrome","5-64","FrictionHigh",1456803.04844757,711127.545359906,2998510.44402857
"481","Campylobacter","Guillain-Barré syndrome","5-64","FrictionLow",546301.143167839,266672.829509965,1124441.41651072
"482","Campylobacter","Guillain-Barré syndrome","5-64","TotalHumanCapital",10296100.4652896,5840325.85077286,17394991.8603155
"483","Campylobacter","Guillain-Barré syndrome","5-64","TotalFrictionHigh",9923386.49707207,5614488.5646376,16737067.9066858
"484","Campylobacter","Guillain-Barré syndrome","5-64","TotalFrictionLow",8974615.15273831,5052640.81505587,15111022.0549286
"485","Campylobacter","Guillain-Barré syndrome","5-64","Direct",3517492.15332353,1716921.11675533,7239167.39409719
"486","Campylobacter","Guillain-Barré syndrome","5-64","Pain and suffering",229792.617090355,108373.255539509,488274.587469171
"487","Campylobacter","Guillain-Barré syndrome","65+","Premature mortality",48901959.6030362,21376973.1583546,90473800.4968727
"488","Campylobacter","Guillain-Barré syndrome","65+","HumanCapital",232262.515330758,113377.214979258,478061.5874725
"489","Campylobacter","Guillain-Barré syndrome","65+","FrictionHigh",185810.012264606,90701.7719834067,382449.269978
"490","Campylobacter","Guillain-Barré syndrome","65+","FrictionLow",69678.7545992273,34013.1644937775,143418.47624175
"491","Campylobacter","Guillain-Barré syndrome","65+","TotalHumanCapital",50503041.0065211,22937906.2434793,92076493.7756277
"492","Campylobacter","Guillain-Barré syndrome","65+","TotalFrictionHigh",50451892.2366559,22888578.1348286,92028728.3697728
"493","Campylobacter","Guillain-Barré syndrome","65+","TotalFrictionLow",50327670.087321,22766960.1519322,91906395.7845691
"494","Campylobacter","Guillain-Barré syndrome","65+","Direct",1103727.57896298,538710.502027193,2271529.10864192
"495","Campylobacter","Guillain-Barré syndrome","65+","Pain and suffering",110961.655330771,51711.8231867123,237668.180341622
"496","Campylobacter","Guillain-Barré syndrome","All ages","Premature mortality",53701746.4695123,25875286.1700682,95427842.7743813
"497","Campylobacter","Guillain-Barré syndrome","All ages","HumanCapital",2223923.94534695,1085591.89109811,4577461.02601462
"498","Campylobacter","Guillain-Barré syndrome","All ages","FrictionHigh",1779139.15627756,868473.512878489,3661968.8208117
"499","Campylobacter","Guillain-Barré syndrome","All ages","FrictionLow",667177.183604084,325677.567329433,1373238.30780439
"500","Campylobacter","Guillain-Barré syndrome","All ages","TotalHumanCapital",62189627.5515309,33547044.1173825,104292053.094101
"501","Campylobacter","Guillain-Barré syndrome","All ages","TotalFrictionHigh",61688095.5946677,33118164.2535133,103769446.551196
"502","Campylobacter","Guillain-Barré syndrome","All ages","TotalFrictionLow",60434486.3479442,32064301.9238733,102386203.926465
"503","Campylobacter","Guillain-Barré syndrome","All ages","Direct",5007260.58759802,2444057.82760776,10306356.8720081
"504","Campylobacter","Guillain-Barré syndrome","All ages","Pain and suffering",362609.340386484,170879.722420614,771368.486494236
"505","Campylobacter","Initial and sequel disease","<5","Premature mortality",530958.533833339,93022.2140891257,2035449.0353122
"506","Campylobacter","Initial and sequel disease","<5","HumanCapital",12146736.5855301,6883849.98190923,21324653.2932142
"507","Campylobacter","Initial and sequel disease","<5","FrictionHigh",9717389.2684241,5507079.98552739,17059722.6345714
"508","Campylobacter","Initial and sequel disease","<5","FrictionLow",3644020.97565904,2065154.99457277,6397395.98796427
"509","Campylobacter","Initial and sequel disease","<5","TotalHumanCapital",29177917.5940297,17704900.1592065,48137990.0450107
"510","Campylobacter","Initial and sequel disease","<5","TotalFrictionHigh",26734754.6623161,16276889.4363868,43992836.7060977
"511","Campylobacter","Initial and sequel disease","<5","TotalFrictionLow",20586868.3896773,12641136.7974319,33739509.9546986
"512","Campylobacter","Initial and sequel disease","<5","Direct",4066005.90497201,2703596.46473921,6326828.94087167
"513","Campylobacter","Initial and sequel disease","<5","Pain and suffering",12047816.2672721,6931490.36316381,20864095.925522
"514","Campylobacter","Initial and sequel disease","5-64","Premature mortality",7863351.24454063,4128375.54119197,13662400.1014474
"515","Campylobacter","Initial and sequel disease","5-64","HumanCapital",147166978.317498,88065178.3333624,246574299.613931
"516","Campylobacter","Initial and sequel disease","5-64","FrictionHigh",117733582.653998,70452142.6666899,197259439.691145
"517","Campylobacter","Initial and sequel disease","5-64","FrictionLow",44150093.4952493,26419553.5000087,73972289.8841794
"518","Campylobacter","Initial and sequel disease","5-64","TotalHumanCapital",310855310.294436,194701331.219902,503932556.276638
"519","Campylobacter","Initial and sequel disease","5-64","TotalFrictionHigh",281377380.697935,176737433.776668,454850080.246189
"520","Campylobacter","Initial and sequel disease","5-64","TotalFrictionLow",207420568.609758,131755132.488008,333530157.047327
"521","Campylobacter","Initial and sequel disease","5-64","Direct",44434457.2494709,30835176.8026154,66052982.5402258
"522","Campylobacter","Initial and sequel disease","5-64","Pain and suffering",110055620.396573,63599039.3455141,189876662.762062
"523","Campylobacter","Initial and sequel disease","65+","Premature mortality",72427003.0771894,42482242.6865962,115193808.696561
"524","Campylobacter","Initial and sequel disease","65+","HumanCapital",23823745.0359459,11575517.8830556,75568449.5140027
"525","Campylobacter","Initial and sequel disease","65+","FrictionHigh",19058996.0287567,9260414.30644448,60454759.6112021
"526","Campylobacter","Initial and sequel disease","65+","FrictionLow",7147123.51078377,3472655.36491668,22670534.8542008
"527","Campylobacter","Initial and sequel disease","65+","TotalHumanCapital",169812622.388859,120962001.187978,247375070.532207
"528","Campylobacter","Initial and sequel disease","65+","TotalFrictionHigh",164525716.38742,117672644.860573,234997558.710787
"529","Campylobacter","Initial and sequel disease","65+","TotalFrictionLow",150894522.412211,108933104.372725,206829387.397335
"530","Campylobacter","Initial and sequel disease","65+","Direct",32109224.9812918,23561772.7514585,42343810.1146627
"531","Campylobacter","Initial and sequel disease","65+","Pain and suffering",34784301.7344493,20175592.9443148,59941920.6914709
"532","Campylobacter","Initial and sequel disease","All ages","Premature mortality",81455760.6879654,51031271.4172724,124464994.193279
"533","Campylobacter","Initial and sequel disease","All ages","HumanCapital",187817024.665081,111423111.139874,324006964.568259
"534","Campylobacter","Initial and sequel disease","All ages","FrictionHigh",150253619.732065,89138488.9118989,259205571.654607
"535","Campylobacter","Initial and sequel disease","All ages","FrictionLow",56345107.3995243,33426933.3419621,97202089.3704777
"536","Campylobacter","Initial and sequel disease","All ages","TotalHumanCapital",512160345.926069,348680921.821676,779579316.449614
"537","Campylobacter","Initial and sequel disease","All ages","TotalFrictionHigh",474421264.466868,325491228.18341,715932516.043227
"538","Campylobacter","Initial and sequel disease","All ages","TotalFrictionLow",379787389.508313,266748165.943677,558773724.927492
"539","Campylobacter","Initial and sequel disease","All ages","Direct",80622185.2354873,60158736.425615,111622071.184117
"540","Campylobacter","Initial and sequel disease","All ages","Pain and suffering",157065285.293162,91189305.3758876,269219398.951072
"541","Non-typhoidal Salmonella","Salmonellosis","<5","Premature mortality",2042475.20546677,643666.797978426,5027818.06883315
"542","Non-typhoidal Salmonella","Salmonellosis","<5","HumanCapital",3832243.65618356,2079258.63961169,7462393.47680816
"543","Non-typhoidal Salmonella","Salmonellosis","<5","FrictionHigh",3065794.92494685,1663406.91168935,5969914.78144653
"544","Non-typhoidal Salmonella","Salmonellosis","<5","FrictionLow",1149673.09685507,623777.591883508,2238718.04304245
"545","Non-typhoidal Salmonella","Salmonellosis","<5","TotalHumanCapital",12101603.9042049,7908336.73392938,18891033.4398554
"546","Non-typhoidal Salmonella","Salmonellosis","<5","TotalFrictionHigh",11317865.6914583,7427241.90523855,17517256.0157327
"547","Non-typhoidal Salmonella","Salmonellosis","<5","TotalFrictionLow",9340971.52847051,6173290.2793677,14202232.7857682
"548","Non-typhoidal Salmonella","Salmonellosis","<5","Direct",2596863.9547113,1835438.31772173,3631637.32727749
"549","Non-typhoidal Salmonella","Salmonellosis","<5","Pain and suffering",3211534.27780156,1777567.62587581,5721646.71177889
"550","Non-typhoidal Salmonella","Salmonellosis","5-64","Premature mortality",14415915.8792109,7973543.64955686,24291071.6162238
"551","Non-typhoidal Salmonella","Salmonellosis","5-64","HumanCapital",12987798.8521532,7669414.23090206,22322199.3679568
"552","Non-typhoidal Salmonella","Salmonellosis","5-64","FrictionHigh",10390239.0817226,6135531.38472165,17857759.4943654
"553","Non-typhoidal Salmonella","Salmonellosis","5-64","FrictionLow",3896339.65564596,2300824.26927062,6696659.81038704
"554","Non-typhoidal Salmonella","Salmonellosis","5-64","TotalHumanCapital",41037860.350959,28381765.2873987,59611831.2287869
"555","Non-typhoidal Salmonella","Salmonellosis","5-64","TotalFrictionHigh",38414618.3367874,26638445.247275,55426766.8572344
"556","Non-typhoidal Salmonella","Salmonellosis","5-64","TotalFrictionLow",31795692.2941299,22070771.8977427,45411944.8922766
"557","Non-typhoidal Salmonella","Salmonellosis","5-64","Direct",5275268.93197729,3715363.32328196,7571548.61592508
"558","Non-typhoidal Salmonella","Salmonellosis","5-64","Pain and suffering",7453862.45165468,4093442.09429346,13339929.8632568
"559","Non-typhoidal Salmonella","Salmonellosis","65+","Premature mortality",56039558.5399918,34167488.383012,85098051.2855908
"560","Non-typhoidal Salmonella","Salmonellosis","65+","HumanCapital",2119970.56181814,891826.838485498,8784024.91267473
"561","Non-typhoidal Salmonella","Salmonellosis","65+","FrictionHigh",1695976.44945451,713461.470788398,7027219.93013978
"562","Non-typhoidal Salmonella","Salmonellosis","65+","FrictionLow",635991.168545443,267548.051545649,2635207.47380242
"563","Non-typhoidal Salmonella","Salmonellosis","65+","TotalHumanCapital",66211645.2082212,43618370.6938358,96282731.8840203
"564","Non-typhoidal Salmonella","Salmonellosis","65+","TotalFrictionHigh",65606130.951005,43170030.0053964,95443188.4402925
"565","Non-typhoidal Salmonella","Salmonellosis","65+","TotalFrictionLow",64048790.348662,41929368.8935024,93379142.9378934
"566","Non-typhoidal Salmonella","Salmonellosis","65+","Direct",4869522.97615578,3327340.59805334,6736794.15714859
"567","Non-typhoidal Salmonella","Salmonellosis","65+","Pain and suffering",2016386.17815869,1124638.23537291,3574593.97027628
"568","Non-typhoidal Salmonella","Salmonellosis","All ages","Premature mortality",73465424.3238706,50038329.3996774,103949871.141598
"569","Non-typhoidal Salmonella","Salmonellosis","All ages","HumanCapital",19719025.0856691,11635847.3408976,35056730.1501946
"570","Non-typhoidal Salmonella","Salmonellosis","All ages","FrictionHigh",15775220.0685353,9308677.87271812,28045384.1201557
"571","Non-typhoidal Salmonella","Salmonellosis","All ages","FrictionLow",5915707.52570072,3490754.20226929,10517019.0450584
"572","Non-typhoidal Salmonella","Salmonellosis","All ages","TotalHumanCapital",120734494.376625,90276951.9969018,159834784.72244
"573","Non-typhoidal Salmonella","Salmonellosis","All ages","TotalFrictionHigh",116674849.671604,87252567.9722715,153941396.770929
"574","Non-typhoidal Salmonella","Salmonellosis","All ages","TotalFrictionLow",106351512.208001,79390982.4739209,140158797.471097
"575","Non-typhoidal Salmonella","Salmonellosis","All ages","Direct",12810870.9351093,10014198.8503015,16585317.5678323
"576","Non-typhoidal Salmonella","Salmonellosis","All ages","Pain and suffering",12682124.0026678,6993996.67208323,22630514.4954694
"577","Non-typhoidal Salmonella","Reactive arthritis","<5","Premature mortality",37327.2216926101,304.321577759491,400682.370446974
"578","Non-typhoidal Salmonella","Reactive arthritis","<5","HumanCapital",2830117.53016965,738100.107705974,6953127.89200632
"579","Non-typhoidal Salmonella","Reactive arthritis","<5","FrictionHigh",2264094.02413572,590480.086164779,5562502.31360506
"580","Non-typhoidal Salmonella","Reactive arthritis","<5","FrictionLow",849035.259050895,221430.032311792,2085938.3676019
"581","Non-typhoidal Salmonella","Reactive arthritis","<5","TotalHumanCapital",4518319.04826479,1182740.83981195,11149550.1427286
"582","Non-typhoidal Salmonella","Reactive arthritis","<5","TotalFrictionHigh",3946105.2018058,1031896.4630309,9765407.2887873
"583","Non-typhoidal Salmonella","Reactive arthritis","<5","TotalFrictionLow",2516019.52334007,652787.043706226,6351420.35391224
"584","Non-typhoidal Salmonella","Reactive arthritis","<5","Direct",208900.309352548,55952.4284212522,509175.952256815
"585","Non-typhoidal Salmonella","Reactive arthritis","<5","Pain and suffering",1328173.07896598,321749.033683377,3700044.97151333
"586","Non-typhoidal Salmonella","Reactive arthritis","5-64","Premature mortality",15640.2967730286,125.571330112665,190241.737627539
"587","Non-typhoidal Salmonella","Reactive arthritis","5-64","HumanCapital",7805366.26536546,2035654.56901907,19176486.2442955
"588","Non-typhoidal Salmonella","Reactive arthritis","5-64","FrictionHigh",6244293.01229237,1628523.65521526,15341188.9954364
"589","Non-typhoidal Salmonella","Reactive arthritis","5-64","FrictionLow",2341609.87960964,610696.370705722,5752945.87328865
"590","Non-typhoidal Salmonella","Reactive arthritis","5-64","TotalHumanCapital",11595871.7420037,3004234.03818305,28766767.7174147
"591","Non-typhoidal Salmonella","Reactive arthritis","5-64","TotalFrictionHigh",10019576.8948598,2591416.90574227,24955693.6421059
"592","Non-typhoidal Salmonella","Reactive arthritis","5-64","TotalFrictionLow",6077530.49710144,1558685.72876867,15487317.7013356
"593","Non-typhoidal Salmonella","Reactive arthritis","5-64","Direct",499915.593775013,131458.238938939,1230079.25799737
"594","Non-typhoidal Salmonella","Reactive arthritis","5-64","Pain and suffering",3116587.51844178,754287.049466415,8689104.8274593
"595","Non-typhoidal Salmonella","Reactive arthritis","65+","Premature mortality",14741.3364791876,112.507745860433,186380.246535655
"596","Non-typhoidal Salmonella","Reactive arthritis","65+","HumanCapital",846027.985160263,220645.72948376,2078549.9960078
"597","Non-typhoidal Salmonella","Reactive arthritis","65+","FrictionHigh",676822.388128211,176516.583587008,1662839.99680624
"598","Non-typhoidal Salmonella","Reactive arthritis","65+","FrictionLow",253808.395548079,66193.718845128,623564.998802341
"599","Non-typhoidal Salmonella","Reactive arthritis","65+","TotalHumanCapital",1864058.483673,481578.027152662,4697870.61210045
"600","Non-typhoidal Salmonella","Reactive arthritis","65+","TotalFrictionHigh",1692457.47952125,436004.218459986,4283595.95338025
"601","Non-typhoidal Salmonella","Reactive arthritis","65+","TotalFrictionLow",1263458.5917095,321121.517077002,3282889.63477328
"602","Non-typhoidal Salmonella","Reactive arthritis","65+","Direct",129218.360103729,33719.573394607,318737.67422803
"603","Non-typhoidal Salmonella","Reactive arthritis","65+","Pain and suffering",825308.651145794,199553.41487565,2298350.51242939
"604","Non-typhoidal Salmonella","Reactive arthritis","All ages","Premature mortality",118498.536650192,12260.1393189021,592775.05116798
"605","Non-typhoidal Salmonella","Reactive arthritis","All ages","HumanCapital",11481511.7806954,2994400.40620881,28208164.1323096
