"","Measure","Pathogen","Disease","AgeGroup","median","5%","95%"
"241","Hospitalisations","Shigella","Shigellosis","<5",10.308156694675,3.72438239458399,20.4997855101844
"242","Hospitalisations","Shigella","Shigellosis","5-64",39.0614805845879,14.1408675034802,77.6313863095916
"243","Hospitalisations","Shigella","Shigellosis","65+",9.52052400871741,3.43853915402256,19.0733446007979
"244","Hospitalisations","Shigella","Shigellosis","All ages",60.4839631607474,32.6330339969756,100.417846922476
"245","Hospitalisations","Shigella","Reactive arthritis","<5",0.139735198588902,0.038328246849439,0.434013042268482
"246","Hospitalisations","Shigella","Reactive arthritis","5-64",1.08556306013924,0.29345944979543,3.41990141716958
"247","Hospitalisations","Shigella","Reactive arthritis","65+",0.0972010476194333,0.0260598482358369,0.308312567153322
"248","Hospitalisations","Shigella","Reactive arthritis","All ages",1.34045018062893,0.370879393110447,4.08416139975556
"249","Hospitalisations","Shigella","Irritable bowel syndrome","<5",0.0146616280045568,0.00378176572878456,0.0526513997704696
"250","Hospitalisations","Shigella","Irritable bowel syndrome","5-64",9.38485512018277,2.39790794254867,34.0898346915144
"251","Hospitalisations","Shigella","Irritable bowel syndrome","65+",0.873027065305366,0.220452628481313,3.19318322786043
"252","Hospitalisations","Shigella","Irritable bowel syndrome","All ages",10.4939049597278,2.77249036830913,36.4433159607532
"253","Hospitalisations","Shigella","Initial and sequel disease","<5",10.5084151165156,3.914230368278,20.6831107412516
"254","Hospitalisations","Shigella","Initial and sequel disease","5-64",52.7869245633642,23.5930674699474,97.4210616375243
"255","Hospitalisations","Shigella","Initial and sequel disease","65+",10.8553854839348,4.50604619742318,20.5592008231534
"256","Hospitalisations","Shigella","Initial and sequel disease","All ages",75.5121348771463,43.4091571765379,122.176493036904
"257","Hospitalisations","Toxoplasma gondii","Toxoplasmosis","<5",0.320289700522826,0.122175801282671,0.61030563067608
"258","Hospitalisations","Toxoplasma gondii","Toxoplasmosis","5-64",29.4467966508499,11.3278428153143,55.9409849543871
"259","Hospitalisations","Toxoplasma gondii","Toxoplasmosis","65+",3.52245211650213,1.34894851635987,6.70334237575989
"260","Hospitalisations","Toxoplasma gondii","Toxoplasmosis","All ages",33.5320464488444,15.1814148470441,60.1355101911972
"261","Hospitalisations","Toxoplasma gondii","Initial and sequel disease","<5",0.320289700522826,0.122175801282671,0.61030563067608
"262","Hospitalisations","Toxoplasma gondii","Initial and sequel disease","5-64",29.4467966508499,11.3278428153143,55.9409849543871
"263","Hospitalisations","Toxoplasma gondii","Initial and sequel disease","65+",3.52245211650213,1.34894851635987,6.70334237575989
"264","Hospitalisations","Toxoplasma gondii","Initial and sequel disease","All ages",33.5320464488444,15.1814148470441,60.1355101911972
"265","Hospitalisations","Listeria monocytogenes","Listeriosis","<5",5.81700799955287,2.90564788227058,8.74487625400576
"266","Hospitalisations","Listeria monocytogenes","Listeriosis","5-64",40.7190559968701,20.3395351758941,61.2141337780403
"267","Hospitalisations","Listeria monocytogenes","Listeriosis","65+",73.6821013276696,36.8048731754274,110.76843255074
"268","Hospitalisations","Listeria monocytogenes","Listeriosis","All ages",120.218165324093,60.050056233592,180.727442582786
"269","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5",5.81700799955287,2.90564788227058,8.74487625400576
"270","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64",40.7190559968701,20.3395351758941,61.2141337780403
"271","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+",73.6821013276696,36.8048731754274,110.76843255074
"272","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages",120.218165324093,60.050056233592,180.727442582786
"273","Hospitalisations","Salmonella Typhi","Typhoid Fever","<5",3.11942108048404,1.06151476303036,7.02502646263192
"274","Hospitalisations","Salmonella Typhi","Typhoid Fever","5-64",29.0673327954195,9.8913875646011,65.4604738563429
"275","Hospitalisations","Salmonella Typhi","Typhoid Fever","65+",0.992543071063104,0.337754697327842,2.23523569265561
"276","Hospitalisations","Salmonella Typhi","Typhoid Fever","All ages",33.1792969469666,11.2906570249593,74.7207360116305
"277","Hospitalisations","Salmonella Typhi","Initial and sequel disease","<5",3.11942108048404,1.06151476303036,7.02502646263192
"278","Hospitalisations","Salmonella Typhi","Initial and sequel disease","5-64",29.0673327954195,9.8913875646011,65.4604738563429
"279","Hospitalisations","Salmonella Typhi","Initial and sequel disease","65+",0.992543071063104,0.337754697327842,2.23523569265561
"280","Hospitalisations","Salmonella Typhi","Initial and sequel disease","All ages",33.1792969469666,11.2906570249593,74.7207360116305
"281","Hospitalisations","STEC","STEC","<5",12.1637905702057,6.4161510339469,20.164706007708
"282","Hospitalisations","STEC","STEC","5-64",34.0474208202567,17.9343465393629,56.4209496335598
"283","Hospitalisations","STEC","STEC","65+",31.5820682607034,16.7791712318967,52.3824803546216
"284","Hospitalisations","STEC","STEC","All ages",79.4748005257278,54.9375067646425,109.353582868623
"285","Hospitalisations","STEC","Haemolytic uremic syndrome","<5",11.5434314380413,4.37783857172033,29.1777724907759
"286","Hospitalisations","STEC","Haemolytic uremic syndrome","5-64",55.5826414977577,21.0796792247657,140.493550532416
"287","Hospitalisations","STEC","Haemolytic uremic syndrome","65+",15.9746047096911,6.05835804036597,40.3782345268152
"288","Hospitalisations","STEC","Haemolytic uremic syndrome","All ages",83.1006776454901,31.515875836852,210.049557550007
"289","Hospitalisations","STEC","Initial and sequel disease","<5",24.5667096047484,14.2600223577944,42.9141479531658
"290","Hospitalisations","STEC","Initial and sequel disease","5-64",91.796180899159,50.9157979562432,177.803045067856
"291","Hospitalisations","STEC","Initial and sequel disease","65+",49.5191349258685,29.2358032655454,79.5498406604508
"292","Hospitalisations","STEC","Initial and sequel disease","All ages",164.958506923749,104.760176148717,293.342630454485
"293","Hospitalisations","Yersinia Enterocolitica","Yersiniosis","<5",15.521515316506,9.69523190319102,22.2081333378336
"294","Hospitalisations","Yersinia Enterocolitica","Yersiniosis","5-64",77.6684051440244,48.5911905554485,111.404180867351
"295","Hospitalisations","Yersinia Enterocolitica","Yersiniosis","65+",54.3653783484927,34.0521099057225,77.9013438151626
"296","Hospitalisations","Yersinia Enterocolitica","Yersiniosis","All ages",148.416571110148,111.547570946828,189.197643643372
"297","Hospitalisations","Yersinia Enterocolitica","Reactive arthritis","<5",0.960924302130288,0.277947526662223,2.73360899170205
"298","Hospitalisations","Yersinia Enterocolitica","Reactive arthritis","5-64",5.36161176482207,1.51283293576787,15.5013753313496
"299","Hospitalisations","Yersinia Enterocolitica","Reactive arthritis","65+",1.25603288063044,0.355353509043271,3.64422001579816
"300","Hospitalisations","Yersinia Enterocolitica","Reactive arthritis","All ages",7.710237847155,2.27361174325183,21.3054840246453
"301","Hospitalisations","Yersinia Enterocolitica","Initial and sequel disease","<5",16.682397715357,10.740792662083,23.506366309335
"302","Hospitalisations","Yersinia Enterocolitica","Initial and sequel disease","5-64",84.164811273328,54.2697106491668,118.723518556946
"303","Hospitalisations","Yersinia Enterocolitica","Initial and sequel disease","65+",55.9022451289961,35.481146150061,79.5719982609938
"304","Hospitalisations","Yersinia Enterocolitica","Initial and sequel disease","All ages",157.601117300763,119.483129709133,199.710461517501
"305","Hospitalisations","All pathogens","Initial","<5",4936.22511836486,2585.41347971854,8674.20785586189
"306","Hospitalisations","All pathogens","Initial","5-64",27726.0301647487,14534.846266458,48456.9664037664
"307","Hospitalisations","All pathogens","Initial","65+",16305.6331735052,8568.91212358022,28604.3076219995
"308","Hospitalisations","All pathogens","Initial","All ages",50263.6441419009,33268.7264590767,73570.9225656067
"309","Hospitalisations","All pathogens","Reactive arthritis","<5",25.0131560409358,18.2652124995243,33.216541321204
"310","Hospitalisations","All pathogens","Reactive arthritis","5-64",183.913175664454,128.674241168431,253.955929827377
"311","Hospitalisations","All pathogens","Reactive arthritis","65+",42.094692082158,29.2090642319576,58.5821930232026
"312","Hospitalisations","All pathogens","Reactive arthritis","All ages",252.229128420134,194.188799252667,323.784144856192
"313","Hospitalisations","All pathogens","Irritable bowel syndrome","<5",2.5737515235893,1.44576472569064,4.84252960999067
"314","Hospitalisations","All pathogens","Irritable bowel syndrome","5-64",1610.35335838234,869.350714642036,3440.85401302183
"315","Hospitalisations","All pathogens","Irritable bowel syndrome","65+",385.581478123254,206.098868078748,842.567127427104
"316","Hospitalisations","All pathogens","Irritable bowel syndrome","All ages",2065.56411988299,1235.34535816613,3917.12057560598
"317","Hospitalisations","All pathogens","Guillain-Barré syndrome","<5",8.11781699013086,3.96265183274049,16.7087507494985
"318","Hospitalisations","All pathogens","Guillain-Barré syndrome","5-64",73.9590042384985,36.1025364392483,152.228433950228
"319","Hospitalisations","All pathogens","Guillain-Barré syndrome","65+",23.2069897315985,11.3283189931615,47.7665125418403
"320","Hospitalisations","All pathogens","Guillain-Barré syndrome","All ages",105.283810960228,51.3935072651503,216.703697241567
"321","Hospitalisations","All pathogens","Haemolytic uremic syndrome","<5",11.5434314380413,4.37783857172033,29.1777724907759
"322","Hospitalisations","All pathogens","Haemolytic uremic syndrome","5-64",55.5826414977577,21.0796792247657,140.493550532416
"323","Hospitalisations","All pathogens","Haemolytic uremic syndrome","65+",15.9746047096911,6.05835804036597,40.3782345268152
"324","Hospitalisations","All pathogens","Haemolytic uremic syndrome","All ages",83.1006776454901,31.515875836852,210.049557550007
"325","Hospitalisations","All pathogens","Initial and sequel disease","<5",4987.79405184133,2635.08383029163,8724.26834950188
"326","Hospitalisations","All pathogens","Initial and sequel disease","5-64",29869.3723692816,16614.2870293356,50687.5641716788
"327","Hospitalisations","All pathogens","Initial and sequel disease","65+",16836.6819240468,9087.90681721177,29122.7481155517
"328","Hospitalisations","All pathogens","Initial and sequel disease","All ages",52985.4894057069,35927.6759807479,76343.9515611621
"329","Cases","All gastro pathogens","Gastroenteritis","<5",277774.737358048,155784.893612248,448299.16974675
"330","Cases","All gastro pathogens","Gastroenteritis","5-64",3865380.63435741,2167828.20720672,6238317.22646534
"331","Cases","All gastro pathogens","Gastroenteritis","65+",865353.858073932,485317.923433868,1396589.98439316
"332","Cases","All gastro pathogens","Gastroenteritis","All ages",5008509.22978939,2808931.02425283,8083206.38060525
"333","Cases","All gastro pathogens","Reactive arthritis","<5",3154.67041380486,1694.34319681193,5455.00018655404
"334","Cases","All gastro pathogens","Reactive arthritis","5-64",19005.5671866504,10244.5210989515,34275.0516720816
"335","Cases","All gastro pathogens","Reactive arthritis","65+",5772.32631283428,3084.03861037934,10532.6251801778
"336","Cases","All gastro pathogens","Reactive arthritis","All ages",27987.0086612245,15174.3251253191,49914.3236313481
"337","Cases","All gastro pathogens","Irritable bowel syndrome","<5",3150.45273685297,2111.04152414253,4676.57691797763
"338","Cases","All gastro pathogens","Irritable bowel syndrome","5-64",20436.9377097026,13051.829663319,32305.8546664953
"339","Cases","All gastro pathogens","Irritable bowel syndrome","65+",6244.23333025858,3950.31398513511,9960.42109346752
"340","Cases","All gastro pathogens","Irritable bowel syndrome","All ages",29847.522396351,19212.996410413,46824.2153822132
"341","Cases","All gastro pathogens","Guillain-Barré syndrome","<5",8.11781699013086,3.96265183274049,16.7087507494985
"342","Cases","All gastro pathogens","Guillain-Barré syndrome","5-64",73.9590042384985,36.1025364392483,152.228433950228
"343","Cases","All gastro pathogens","Guillain-Barré syndrome","65+",23.2069897315985,11.3283189931615,47.7665125418403
"344","Cases","All gastro pathogens","Guillain-Barré syndrome","All ages",105.283810960228,51.3935072651503,216.703697241567
"345","Cases","All gastro pathogens","Haemolytic uremic syndrome","<5",11.5434314380413,4.37783857172033,29.1777724907759
"346","Cases","All gastro pathogens","Haemolytic uremic syndrome","5-64",55.5826414977577,21.0796792247657,140.493550532416
"347","Cases","All gastro pathogens","Haemolytic uremic syndrome","65+",15.9746047096911,6.05835804036597,40.3782345268152
"348","Cases","All gastro pathogens","Haemolytic uremic syndrome","All ages",83.1006776454901,31.515875836852,210.049557550007
"349","Cases","All gastro pathogens","Initial and sequel disease","<5",284379.270568614,162142.48192309,454788.589689838
"350","Cases","All gastro pathogens","Initial and sequel disease","5-64",3906368.61345582,2209246.90549406,6278563.37709038
"351","Cases","All gastro pathogens","Initial and sequel disease","65+",878007.491101546,497840.6537594,1409105.4610344
"352","Cases","All gastro pathogens","Initial and sequel disease","All ages",5068670.02001441,2869009.04032311,8143034.44335924
"353","Cases","Norovirus","Norovirus","<5",19508.6495411215,5449.23960342528,39781.3927140943
"354","Cases","Norovirus","Norovirus","5-64",271473.053510681,75829.0168335328,553578.869220996
"355","Cases","Norovirus","Norovirus","65+",60775.4517447755,16976.0596634642,123931.290484211
"356","Cases","Norovirus","Norovirus","All ages",351757.154796578,98254.3161004223,717291.552419301
"357","Cases","Norovirus","Initial and sequel disease","<5",19508.6495411215,5449.23960342528,39781.3927140943
"358","Cases","Norovirus","Initial and sequel disease","5-64",271473.053510681,75829.0168335328,553578.869220996
"359","Cases","Norovirus","Initial and sequel disease","65+",60775.4517447755,16976.0596634642,123931.290484211
"360","Cases","Norovirus","Initial and sequel disease","All ages",351757.154796578,98254.3161004223,717291.552419301
"361","Cases","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","<5",18523.3355426279,7039.64444076385,42119.4496440904
"362","Cases","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","5-64",257761.894300298,97960.3312846117,586114.153261541
"363","Cases","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","65+",57705.8951748716,21930.6605569083,131215.057913935
"364","Cases","Escherichia coli (Non-STEC)","Escherichia coli (Non-STEC)","All ages",333991.125017797,126930.636282284,759448.660819566
"365","Cases","Escherichia coli (Non-STEC)","Initial and sequel disease","<5",18523.3355426279,7039.64444076385,42119.4496440904
"366","Cases","Escherichia coli (Non-STEC)","Initial and sequel disease","5-64",257761.894300298,97960.3312846117,586114.153261541
"367","Cases","Escherichia coli (Non-STEC)","Initial and sequel disease","65+",57705.8951748716,21930.6605569083,131215.057913935
"368","Cases","Escherichia coli (Non-STEC)","Initial and sequel disease","All ages",333991.125017797,126930.636282284,759448.660819566
"369","Cases","Campylobacter","Campylobacteriosis","<5",21840.9831016841,13239.9267308284,35657.8604882466
"370","Cases","Campylobacter","Campylobacteriosis","5-64",198986.668922724,120625.015123303,324868.109023914
"371","Cases","Campylobacter","Campylobacteriosis","65+",62438.3958378236,37849.9347870242,101937.701134129
"372","Cases","Campylobacter","Campylobacteriosis","All ages",283266.047862231,171714.876641156,462463.67064629
"373","Cases","Campylobacter","Reactive arthritis","<5",1640.28837738592,763.644830254813,3281.97890175121
"374","Cases","Campylobacter","Reactive arthritis","5-64",14944.1771356673,6957.3398003658,29901.1288133717
"375","Cases","Campylobacter","Reactive arthritis","65+",4689.21085276177,2183.08662979923,9382.43012436224
"376","Cases","Campylobacter","Reactive arthritis","All ages",21273.676365815,9904.07126041985,42565.5378394852
"377","Cases","Campylobacter","Irritable bowel syndrome","<5",1913.9479021759,1132.05303399076,3207.43808831958
"378","Cases","Campylobacter","Irritable bowel syndrome","5-64",17437.4072711155,10313.7968299749,29222.0097419226
"379","Cases","Campylobacter","Irritable bowel syndrome","65+",5471.54110108789,3236.28176976493,9169.33491736311
"380","Cases","Campylobacter","Irritable bowel syndrome","All ages",24822.8962743793,14682.1316337306,41598.7827476053
"381","Cases","Campylobacter","Guillain-Barré syndrome","<5",8.11781699013086,3.96265183274049,16.7087507494985
"382","Cases","Campylobacter","Guillain-Barré syndrome","5-64",73.9590042384985,36.1025364392483,152.228433950228
"383","Cases","Campylobacter","Guillain-Barré syndrome","65+",23.2069897315985,11.3283189931615,47.7665125418403
"384","Cases","Campylobacter","Guillain-Barré syndrome","All ages",105.283810960228,51.3935072651503,216.703697241567
"385","Cases","Campylobacter","Initial and sequel disease","<5",25463.4282716138,15418.4379491754,41619.5908794092
"386","Cases","Campylobacter","Initial and sequel disease","5-64",231989.684142488,140472.779691933,379183.652698381
"387","Cases","Campylobacter","Initial and sequel disease","65+",72794.1414728925,44077.8021478941,118980.930383873
"388","Cases","Campylobacter","Initial and sequel disease","All ages",330247.253886995,199969.019789003,539784.173961664
"389","Cases","Non-typhoidal Salmonella","Salmonellosis","<5",12994.9280935465,7220.70041017228,22836.6135174291
"390","Cases","Non-typhoidal Salmonella","Salmonellosis","5-64",30490.3738439222,16942.137219709,53582.2036461576
"391","Cases","Non-typhoidal Salmonella","Salmonellosis","65+",8068.00116529152,4483.02744764108,14178.2873397684
"392","Cases","Non-typhoidal Salmonella","Salmonellosis","All ages",51553.3031027602,28645.8650775223,90597.104503355
"393","Cases","Non-typhoidal Salmonella","Reactive arthritis","<5",1213.96539706157,316.604515809194,2982.51099901614
"394","Cases","Non-typhoidal Salmonella","Reactive arthritis","5-64",2848.36195502881,742.858288880442,6997.95140834781
"395","Cases","Non-typhoidal Salmonella","Reactive arthritis","65+",753.699764062595,196.566351433194,1851.71491849248
"396","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages",4816.02711615298,1256.02915612283,11832.1773258564
"397","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","<5",1136.43302685499,618.264274572712,2044.30096254377
"398","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","5-64",2666.44552304961,1450.6512641209,4796.6021934669
"399","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","65+",705.563195035697,383.854135382863,1269.21999331421
"400","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages",4508.44174494029,2452.76967407647,8110.12314932488
"401","Cases","Non-typhoidal Salmonella","Initial and sequel disease","<5",15427.4079953733,8544.53267395933,27190.6828572442
"402","Cases","Non-typhoidal Salmonella","Initial and sequel disease","5-64",36197.7714563307,20048.2829666453,63798.2818697263
"403","Cases","Non-typhoidal Salmonella","Initial and sequel disease","65+",9578.22504196178,5304.93890186364,16881.5448148777
"404","Cases","Non-typhoidal Salmonella","Initial and sequel disease","All ages",61203.4044936658,33897.7545424683,107870.509541848
"405","Cases","Shigella","Shigellosis","<5",220.458773416661,75.5932762103881,498.100207861721
"406","Cases","Shigella","Shigellosis","5-64",1408.48660793978,482.957042455257,3182.30688356099
"407","Cases","Shigella","Shigellosis","65+",167.181236507635,57.3249011262109,377.725990961805
"408","Cases","Shigella","Shigellosis","All ages",1796.12661786407,615.875219791856,4058.13308238452
"409","Cases","Shigella","Reactive arthritis","<5",18.0704236204183,5.92564311132909,42.5311786528372
"410","Cases","Shigella","Reactive arthritis","5-64",115.449928686006,37.8582754334914,271.72697472646
"411","Cases","Shigella","Reactive arthritis","65+",13.7034045788172,4.49361269275789,32.2528104784015
"412","Cases","Shigella","Reactive arthritis","All ages",147.223756885241,48.2775312375784,346.510963857698
"413","Cases","Shigella","Irritable bowel syndrome","<5",19.2647563016293,6.5462621419575,44.3868985699776
"414","Cases","Shigella","Irritable bowel syndrome","5-64",123.080387482632,41.8233414625062,283.582963085968
"415","Cases","Shigella","Irritable bowel syndrome","65+",14.6091068620689,4.96424879098444,33.6600647488997
"416","Cases","Shigella","Irritable bowel syndrome","All ages",156.95425064633,53.3338523954482,361.629926404845
"417","Cases","Shigella","Initial and sequel disease","<5",258.086354297579,88.4707099463965,583.510576430542
"418","Cases","Shigella","Initial and sequel disease","5-64",1648.88504134564,565.229535768645,3727.98423830624
"419","Cases","Shigella","Initial and sequel disease","65+",195.715485342331,67.0902883760174,442.495520459827
"420","Cases","Shigella","Initial and sequel disease","All ages",2102.68688098555,720.790534091058,4753.99033519661
"421","Cases","Toxoplasma gondii","Toxoplasmosis","<5",1467.45110397306,560.285735604496,2874.55210519267
"422","Cases","Toxoplasma gondii","Toxoplasmosis","5-64",11134.4431772312,4392.29757568816,20225.0108748726
"423","Cases","Toxoplasma gondii","Toxoplasmosis","65+",999.024464118296,389.834174520681,1841.02964990105
"424","Cases","Toxoplasma gondii","Toxoplasmosis","All ages",13648.5971681127,5385.40537882218,24769.815501997
"425","Cases","Toxoplasma gondii","Initial and sequel disease","<5",1467.45110397306,560.285735604496,2874.55210519267
"426","Cases","Toxoplasma gondii","Initial and sequel disease","5-64",11134.4431772312,4392.29757568816,20225.0108748726
"427","Cases","Toxoplasma gondii","Initial and sequel disease","65+",999.024464118296,389.834174520681,1841.02964990105
"428","Cases","Toxoplasma gondii","Initial and sequel disease","All ages",13648.5971681127,5385.40537882218,24769.815501997
"429","Cases","Listeria monocytogenes","Listeriosis","<5",5.81700799955287,2.90564788227058,8.74487625400576
"430","Cases","Listeria monocytogenes","Listeriosis","5-64",40.7190559968701,20.3395351758941,61.2141337780403
"431","Cases","Listeria monocytogenes","Listeriosis","65+",73.6821013276696,36.8048731754274,110.76843255074
"432","Cases","Listeria monocytogenes","Listeriosis","All ages",120.218165324093,60.050056233592,180.727442582786
"433","Cases","Listeria monocytogenes","Initial and sequel disease","<5",5.81700799955287,2.90564788227058,8.74487625400576
"434","Cases","Listeria monocytogenes","Initial and sequel disease","5-64",40.7190559968701,20.3395351758941,61.2141337780403
"435","Cases","Listeria monocytogenes","Initial and sequel disease","65+",73.6821013276696,36.8048731754274,110.76843255074
"436","Cases","Listeria monocytogenes","Initial and sequel disease","All ages",120.218165324093,60.050056233592,180.727442582786
"437","Cases","Salmonella Typhi","Typhoid Fever","<5",3.11942108048404,1.06151476303036,7.02502646263192
"438","Cases","Salmonella Typhi","Typhoid Fever","5-64",29.0673327954195,9.8913875646011,65.4604738563429
"439","Cases","Salmonella Typhi","Typhoid Fever","65+",0.992543071063104,0.337754697327842,2.23523569265561
"440","Cases","Salmonella Typhi","Typhoid Fever","All ages",33.1792969469666,11.2906570249593,74.7207360116305
"441","Cases","Salmonella Typhi","Initial and sequel disease","<5",3.11942108048404,1.06151476303036,7.02502646263192
"442","Cases","Salmonella Typhi","Initial and sequel disease","5-64",29.0673327954195,9.8913875646011,65.4604738563429
"443","Cases","Salmonella Typhi","Initial and sequel disease","65+",0.992543071063104,0.337754697327842,2.23523569265561
"444","Cases","Salmonella Typhi","Initial and sequel disease","All ages",33.1792969469666,11.2906570249593,74.7207360116305
"445","Cases","STEC","STEC","<5",387.539942607713,167.690722197066,854.835728450286
"446","Cases","STEC","STEC","5-64",1866.03903801425,807.445632124888,4116.10950253012
"447","Cases","STEC","STEC","65+",536.304774330174,232.06210518588,1182.98124149739
"448","Cases","STEC","STEC","All ages",2789.88375495214,1207.19845950783,6153.9264724778
"449","Cases","STEC","Haemolytic uremic syndrome","<5",11.5434314380413,4.37783857172033,29.1777724907759
"450","Cases","STEC","Haemolytic uremic syndrome","5-64",55.5826414977577,21.0796792247657,140.493550532416
"451","Cases","STEC","Haemolytic uremic syndrome","65+",15.9746047096911,6.05835804036597,40.3782345268152
"452","Cases","STEC","Haemolytic uremic syndrome","All ages",83.1006776454901,31.515875836852,210.049557550007
"453","Cases","STEC","Initial and sequel disease","<5",399.664539502852,172.786554537062,881.956786122024
"454","Cases","STEC","Initial and sequel disease","5-64",1924.42004249672,831.982514732713,4246.69978962971
"455","Cases","STEC","Initial and sequel disease","65+",553.083636291955,239.114073028825,1220.51325075653
"456","Cases","STEC","Initial and sequel disease","All ages",2877.16821829152,1243.8831422986,6349.16982650826
"457","Cases","Yersinia Enterocolitica","Yersiniosis","<5",1088.32617947769,601.471431102359,1914.96475371595
"458","Cases","Yersinia Enterocolitica","Yersiniosis","5-64",4981.66646943301,2753.15444684286,8765.49317991325
"459","Cases","Yersinia Enterocolitica","Yersiniosis","65+",1547.90340990985,855.46015222524,2723.61404882924
"460","Cases","Yersinia Enterocolitica","Yersiniosis","All ages",7617.89605882055,4210.08603017045,13404.0719824584
"461","Cases","Yersinia Enterocolitica","Reactive arthritis","<5",124.342869479239,42.6645213179939,272.755161992262
"462","Cases","Yersinia Enterocolitica","Reactive arthritis","5-64",569.16273381854,195.291098654138,1248.50000898969
"463","Cases","Yersinia Enterocolitica","Reactive arthritis","65+",176.850245169385,60.6808503513059,387.933923927988
"464","Cases","Yersinia Enterocolitica","Reactive arthritis","All ages",870.355848467164,298.636470323438,1909.18909490994
"465","Cases","Yersinia Enterocolitica","Initial and sequel disease","<5",1216.43463096147,670.411910916681,2149.65122937659
"466","Cases","Yersinia Enterocolitica","Initial and sequel disease","5-64",5568.06564758565,3068.72020566936,9839.73890575725
"467","Cases","Yersinia Enterocolitica","Initial and sequel disease","65+",1730.1093630784,953.512745094616,3057.40368173982
"468","Cases","Yersinia Enterocolitica","Initial and sequel disease","All ages",8514.60964162552,4692.64486168066,15046.7938168737
"469","Cases","All pathogens","Initial","<5",279279.423160059,157264.544677256,449814.645008919
"470","Cases","All pathogens","Initial","5-64",3876779.0112324,2178699.47957541,6249782.93106252
"471","Cases","All pathogens","Initial","65+",866525.951126697,486449.339604556,1397589.66100508
"472","Cases","All pathogens","Initial","All ages",5022554.94243811,2822123.53509206,8097054.49804392
"473","Cases","All pathogens","Reactive arthritis","<5",3154.67041380486,1694.34319681193,5455.00018655404
"474","Cases","All pathogens","Reactive arthritis","5-64",19005.5671866504,10244.5210989515,34275.0516720816
"475","Cases","All pathogens","Reactive arthritis","65+",5772.32631283428,3084.03861037934,10532.6251801778
"476","Cases","All pathogens","Reactive arthritis","All ages",27987.0086612245,15174.3251253191,49914.3236313481
"477","Cases","All pathogens","Irritable bowel syndrome","<5",3150.45273685297,2111.04152414253,4676.57691797763
"478","Cases","All pathogens","Irritable bowel syndrome","5-64",20436.9377097026,13051.829663319,32305.8546664953
"479","Cases","All pathogens","Irritable bowel syndrome","65+",6244.23333025858,3950.31398513511,9960.42109346752
"480","Cases","All pathogens","Irritable bowel syndrome","All ages",29847.522396351,19212.996410413,46824.2153822132
"481","Cases","All pathogens","Guillain-Barré syndrome","<5",8.11781699013086,3.96265183274049,16.7087507494985
"482","Cases","All pathogens","Guillain-Barré syndrome","5-64",73.9590042384985,36.1025364392483,152.228433950228
"483","Cases","All pathogens","Guillain-Barré syndrome","65+",23.2069897315985,11.3283189931615,47.7665125418403
"484","Cases","All pathogens","Guillain-Barré syndrome","All ages",105.283810960228,51.3935072651503,216.703697241567
"485","Cases","All pathogens","Haemolytic uremic syndrome","<5",11.5434314380413,4.37783857172033,29.1777724907759
"486","Cases","All pathogens","Haemolytic uremic syndrome","5-64",55.5826414977577,21.0796792247657,140.493550532416
"487","Cases","All pathogens","Haemolytic uremic syndrome","65+",15.9746047096911,6.05835804036597,40.3782345268152
"488","Cases","All pathogens","Haemolytic uremic syndrome","All ages",83.1006776454901,31.515875836852,210.049557550007
"489","Cases","All pathogens","Initial and sequel disease","<5",285901.306154555,163726.855478967,456443.226071028
"490","Cases","All pathogens","Initial and sequel disease","5-64",3918655.74390704,2220070.71012991,6291003.82334829
"491","Cases","All pathogens","Initial and sequel disease","65+",879126.669074625,498968.193897726,1410244.89357663
"492","Cases","All pathogens","Initial and sequel disease","All ages",5083437.796748,2882852.05505353,8157283.26291186
